survey,year,species_code,summary_area,length,males,females,unsexed,total
GOA,2007,30060,999,250,7426403,7086263,0,14512666
GOA,2007,30060,999,220,3327265,3619752,0,6947017
GOA,2019,30060,999,90,25648,0,78416,104064
GOA,2019,30060,999,330,45159076,38264178,0,83423255
GOA,2019,30060,999,220,7400921,6291237,0,13692158
GOA,2019,30060,999,270,13540708,11373342,0,24914050
GOA,2019,30060,999,360,107553702,73885093,0,181438795
GOA,1999,30060,999,210,5922923,6430560,0,12353483
GOA,1999,30060,999,320,16484465,14945816,0,31430281
GOA,1999,30060,999,310,11180329,16056426,0,27236755
GOA,1999,30060,999,140,484369,551081,75702,1111152
GOA,1999,30060,999,440,345234,4408281,0,4753515
GOA,2005,30060,999,340,51960414,47994763,0,99955178
GOA,2005,30060,999,250,15520179,12314499,0,27834678
GOA,2005,30060,999,130,135509,139006,73766,348280
GOA,2005,30060,999,220,10977851,10211496,304193,21493540
GOA,2007,30060,999,100,241692,63339,234003,539034
GOA,2007,30060,999,80,0,0,332985,332985
GOA,2007,30060,999,330,44711915,27948156,0,72660071
GOA,1996,30060,999,380,50814130,64820599,0,115634729
GOA,1996,30060,999,420,2703517,17074005,0,19777523
GOA,1996,30060,999,390,27389895,61218241,0,88608136
GOA,1996,30060,999,170,493963,236984,7774,738720
GOA,1996,30060,999,480,18377,79554,0,97932
GOA,1999,30060,999,350,53922090,39426878,0,93348968
GOA,1999,30060,999,410,4013969,51152727,0,55166696
GOA,2005,30060,999,300,17080130,19354481,0,36434611
GOA,2005,30060,999,310,30108238,23127862,0,53236099
GOA,2005,30060,999,380,57851367,52390764,0,110242131
GOA,2007,30060,999,440,831203,6993573,0,7824776
GOA,2007,30060,999,260,7790887,7842330,0,15633218
GOA,2007,30060,999,380,53854664,38051135,0,91905799
GOA,2007,30060,999,190,3542958,3134055,74279,6751292
GOA,2007,30060,999,430,1193921,14564206,0,15758127
GOA,2007,30060,999,450,200120,2930424,0,3130544
GOA,2005,30060,999,360,66495493,52477049,0,118972542
GOA,1996,30060,999,90,0,0,115787,115787
GOA,1996,30060,999,460,7088,1698255,0,1705343
GOA,1996,30060,999,250,10960125,5744146,0,16704271
GOA,1999,30060,999,290,5341733,11285774,0,16627506
GOA,2005,30060,999,390,50385684,50632701,0,101018386
GOA,2005,30060,999,240,12775724,12851458,0,25627183
GOA,2007,30060,999,360,64891558,58158259,0,123049817
GOA,2007,30060,999,290,7404747,8363661,0,15768408
GOA,1996,30060,999,110,0,0,39534,39534
GOA,1999,30060,999,340,60879615,35280710,0,96160325
GOA,1999,30060,999,420,1158513,30364714,0,31523227
GOA,2007,30060,999,390,42388009,43773824,0,86161833
GOA,2007,30060,999,420,3632163,28927414,0,32559577
GOA,2007,30060,999,130,166976,64470,196500,427946
GOA,2009,30060,999,390,43895841,37407308,0,81303148
GOA,2009,30060,999,300,14436456,11453268,0,25889723
GOA,2009,30060,999,360,58657325,45286679,0,103944004
GOA,2009,30060,999,250,8657527,6081217,0,14738744
GOA,2011,30060,999,650,0,21425,0,21425
GOA,2011,30060,999,340,56789643,27944540,0,84734183
GOA,2011,30060,999,190,8682750,6104687,992057,15779493
GOA,2013,30060,999,150,705398,357439,111904,1174741
GOA,2013,30060,999,110,0,0,88671,88671
GOA,2013,30060,999,390,119596118,96129807,0,215725926
GOA,2013,30060,999,420,13176387,35630519,0,48806906
GOA,2015,30060,999,400,61796476,86318264,0,148114741
GOA,2015,30060,999,330,52619431,45335329,0,97954760
GOA,2015,30060,999,150,958678,554589,421106,1934373
GOA,2015,30060,999,380,99363962,80267167,0,179631129
GOA,2009,30060,999,510,0,4621,0,4621
GOA,2009,30060,999,650,5936,0,0,5936
GOA,2009,30060,999,70,30272,0,44068,74340
GOA,2009,30060,999,380,51346631,48250407,0,99597038
GOA,2009,30060,999,320,21094256,21949863,0,43044119
GOA,2011,30060,999,290,4401964,4479778,0,8881742
GOA,2011,30060,999,210,5839280,5933417,217175,11989872
GOA,2011,30060,999,460,44784,1149539,0,1194324
GOA,2011,30060,999,150,375581,275934,198804,850318
GOA,2011,30060,999,80,0,0,90812,90812
GOA,2013,30060,999,190,7468232,5358092,13965,12840290
GOA,2013,30060,999,410,38971808,56128002,0,95099809
GOA,2013,30060,999,250,23433988,18240144,0,41674132
GOA,2013,30060,999,140,402228,227127,111904,741259
GOA,2015,30060,999,130,17785,0,77800,95585
GOA,2015,30060,999,490,28187,413105,0,441292
GOA,2015,30060,999,420,10819977,62137519,0,72957496
GOA,2015,30060,999,410,30867810,84868608,0,115736418
GOA,2009,30060,999,200,13361337,12680914,5960492,32002743
GOA,2009,30060,999,260,7442481,11196760,268091,18907332
GOA,2009,30060,999,230,7655501,3890091,22924,11568515
GOA,2011,30060,999,410,17730038,32873336,0,50603374
GOA,2011,30060,999,180,5412608,3083567,921436,9417612
GOA,2011,30060,999,420,7799951,23330706,0,31130657
GOA,2013,30060,999,100,0,76717,0,76717
GOA,2013,30060,999,240,13524489,13889660,0,27414149
GOA,2013,30060,999,180,5332822,3862242,89523,9284588
GOA,2013,30060,999,170,3092322,2672584,246189,6011094
GOA,2015,30060,999,230,3847773,2546974,0,6394747
GOA,2015,30060,999,300,16634398,13121465,0,29755863
GOA,2015,30060,999,120,24049,0,100859,124908
GOA,2015,30060,999,700,0,82505,0,82505
GOA,2009,30060,999,170,7286105,5840655,22924,13149684
GOA,2009,30060,999,410,12198575,31042849,0,43241424
GOA,2009,30060,999,430,1639974,13128744,0,14768718
GOA,2009,30060,999,180,15221050,14451183,1205655,30877888
GOA,2009,30060,999,270,8831314,8869020,0,17700335
GOA,2009,30060,999,470,15162,204097,0,219260
GOA,2011,30060,999,310,6648508,8080787,0,14729294
GOA,2011,30060,999,470,0,512403,0,512403
GOA,2011,30060,999,110,198295,155957,374684,728937
GOA,2011,30060,999,90,0,113145,651134,764278
GOA,2013,30060,999,80,0,0,33674,33674
GOA,2013,30060,999,490,0,144903,0,144903
GOA,2009,30060,999,290,11546867,7448359,0,18995226
GOA,2011,30060,999,130,148323,75304,13123,236750
GOA,2011,30060,999,390,48998829,45635486,0,94634315
GOA,2011,30060,999,400,37626160,34468184,0,72094345
GOA,2011,30060,999,440,1706268,6337742,0,8044010
GOA,2011,30060,999,380,69437442,52925367,0,122362809
GOA,2011,30060,999,200,13124845,5906084,664258,19695187
GOA,2011,30060,999,450,77126,2278005,0,2355131
GOA,2013,30060,999,450,426558,2860035,0,3286593
GOA,2013,30060,999,300,33592219,30660743,0,64252962
GOA,2013,30060,999,220,4605955,3787922,0,8393877
GOA,2013,30060,999,310,32556008,28154173,0,60710182
GOA,2013,30060,999,460,240794,1316426,0,1557220
GOA,2009,30060,999,220,5823187,4547335,670229,11040750
GOA,2009,30060,999,440,408101,5233310,0,5641411
GOA,2009,30060,999,150,713750,563015,45569,1322333
GOA,2009,30060,999,90,105147,96229,151184,352560
GOA,2009,30060,999,480,0,168256,0,168256
GOA,2009,30060,999,80,111428,28791,41855,182074
GOA,2009,30060,999,100,126156,129146,49701,305003
GOA,2011,30060,999,330,34937904,15995283,0,50933187
GOA,2011,30060,999,170,1932408,492952,299218,2724579
GOA,2011,30060,999,220,7211814,4271768,57574,11541156
GOA,2015,30060,999,370,90396450,64868879,0,155265329
GOA,2015,30060,999,340,48405089,48052511,0,96457600
GOA,2015,30060,999,310,28760673,25486482,0,54247155
GOA,2009,30060,999,240,8232762,6788749,134046,15155557
GOA,2009,30060,999,280,6827146,6865787,0,13692933
GOA,2011,30060,999,370,90196729,58836119,0,149032847
GOA,2011,30060,999,270,18849458,19977807,0,38827265
GOA,2011,30060,999,160,1245954,645664,264410,2156027
GOA,2011,30060,999,230,12029082,14170956,0,26200038
GOA,2011,30060,999,280,5418139,8115127,0,13533266
GOA,2015,30060,999,260,21973550,20316530,0,42290079
GOA,2015,30060,999,170,1930213,1478408,597007,4005628
GOA,2015,30060,999,190,4428959,4018649,178645,8626253
GOA,2015,30060,999,200,8254523,8713303,66201,17034027
GOA,2015,30060,999,140,186155,141330,422922,750407
GOA,2015,30060,999,90,0,0,1104797,1104797
GOA,2009,30060,999,400,22813226,40281999,0,63095225
GOA,2009,30060,999,190,21371277,15705663,4090834,41167774
GOA,2009,30060,999,210,8446940,7519624,3351143,19317707
GOA,2009,30060,999,340,51637247,37453563,0,89090809
GOA,2009,30060,999,660,0,17026,0,17026
GOA,2009,30060,999,160,2033100,1483346,111592,3628038
GOA,2011,30060,999,490,0,196073,0,196073
GOA,2011,30060,999,350,81591854,45804919,0,127396773
GOA,2011,30060,999,510,0,37842,0,37842
GOA,2011,30060,999,360,90382688,61873492,0,152256180
GOA,2011,30060,999,430,3102577,12584442,0,15687019
GOA,2015,30060,999,290,14445682,11697301,0,26142983
GOA,2015,30060,999,360,76831337,49083178,0,125914515
GOA,2015,30060,999,430,4707356,35870235,0,40577591
GOA,2015,30060,999,440,1000783,19830390,0,20831173
GOA,2019,30060,999,500,0,16451,0,16451
GOA,2009,30060,999,350,61911268,44542920,0,106454187
GOA,2009,30060,999,130,586727,438254,161258,1186239
GOA,2009,30060,999,310,17632810,13037613,0,30670423
GOA,2009,30060,999,120,171007,146861,229736,547603
GOA,2013,30060,999,340,60379810,27121454,0,87501264
GOA,2013,30060,999,330,37678461,25343842,0,63022303
GOA,2013,30060,999,430,2892826,20899504,0,23792330
GOA,2015,30060,999,210,10371924,8223306,122989,18718218
GOA,2015,30060,999,470,336141,557419,0,893560
GOA,2015,30060,999,390,90216602,82499041,0,172715643
GOA,2015,30060,999,270,20185040,21495443,0,41680483
GOA,2013,30060,999,40,92709,0,0,92709
GOA,2015,30060,999,450,492583,6744331,0,7236914
GOA,2015,30060,999,320,39304486,32096228,0,71400715
GOA,2015,30060,999,160,1209869,1536678,610560,3357108
GOA,2009,30060,999,520,0,49818,0,49818
GOA,2013,30060,999,270,23385343,22480747,0,45866090
GOA,2015,30060,999,570,0,11965,0,11965
GOA,2015,30060,999,220,4778874,3734714,0,8513588
GOA,2015,30060,999,460,227256,2562464,0,2789720
GOA,2009,30060,999,790,18918,0,0,18918
GOA,2011,30060,999,320,13932059,8253133,0,22185192
GOA,2013,30060,999,60,24601,0,0,24601
GOA,2015,30060,999,110,54261,0,773043,827303
GOA,2015,30060,999,100,0,0,2911227,2911227
GOA,2015,30060,999,50,0,192891,0,192891
GOA,2013,30060,999,400,61220445,75723464,0,136943909
GOA,2013,30060,999,440,1126006,10805648,0,11931654
GOA,2013,30060,999,350,82861665,51310736,0,134172402
GOA,2013,30060,999,280,20338046,20623672,0,40961719
GOA,2013,30060,999,290,32022030,29159881,0,61181911
GOA,2013,30060,999,130,144487,52641,49863,246990
GOA,2013,30060,999,470,15879,936038,0,951917
GOA,2015,30060,999,350,58477148,40032217,0,98509365
GOA,2015,30060,999,180,3027424,2004992,701677,5734093
GOA,2011,30060,999,70,0,0,29230,29230
GOA,2011,30060,999,480,0,136294,0,136294
GOA,2011,30060,999,250,41485410,32847188,0,74332598
GOA,2013,30060,999,480,19163,97407,0,116571
GOA,2013,30060,999,90,106534,0,221980,328514
GOA,2013,30060,999,120,19137,0,99725,118862
GOA,2013,30060,999,680,103690,0,0,103690
GOA,2013,30060,999,260,22197444,24384280,0,46581724
GOA,2013,30060,999,230,7266932,5810371,0,13077302
GOA,2015,30060,999,480,823032,511098,0,1334130
GOA,2015,30060,999,540,28187,0,0,28187
GOA,2015,30060,999,280,21151630,20825266,0,41976897
GOA,2009,30060,999,330,33372563,28875885,0,62248448
GOA,2009,30060,999,370,56786393,52083183,0,108869576
GOA,2009,30060,999,140,518634,416862,104587,1040084
GOA,2009,30060,999,420,4871059,20649994,0,25521053
GOA,2009,30060,999,460,37842,1684496,0,1722338
GOA,2011,30060,999,300,4728595,4648900,0,9377495
GOA,2011,30060,999,140,261744,148046,113080,522870
GOA,2011,30060,999,120,68937,0,36858,105795
GOA,2013,30060,999,370,167495368,91047677,0,258543045
GOA,2013,30060,999,380,152091222,100526854,0,252618076
GOA,2013,30060,999,200,9770932,7123707,22381,16917020
GOA,2013,30060,999,210,5649643,5147118,0,10796761
GOA,2013,30060,999,160,1469575,1119042,313331,2901948
GOA,2015,30060,999,70,32036,0,72282,104318
GOA,2015,30060,999,500,0,28187,0,28187
GOA,2015,30060,999,250,15962664,13631648,30128,29624440
GOA,2015,30060,999,240,7230363,6879484,24445,14134291
GOA,2009,30060,999,450,76183,2280907,0,2357090
GOA,2009,30060,999,110,32727,89593,55004,177324
GOA,2009,30060,999,490,30763,8420,0,39184
GOA,2011,30060,999,260,39269722,36875710,0,76145432
GOA,2011,30060,999,100,287776,39818,1184607,1512202
GOA,2011,30060,999,240,31553426,21426860,26578,53006864
GOA,2013,30060,999,320,28119009,27547237,0,55666246
GOA,2013,30060,999,360,119718606,74671285,0,194389890
GOA,2017,30060,999,380,191343467,103479300,0,294822766
GOA,2017,30060,999,350,89847937,59501304,0,149349240
GOA,2017,30060,999,420,19762596,78382880,0,98145476
GOA,2017,30060,999,490,0,490455,0,490455
GOA,2017,30060,999,440,851464,22578224,0,23429688
GOA,2017,30060,999,300,8013730,8004277,0,16018007
GOA,2017,30060,999,360,111765224,75282111,0,187047335
GOA,2017,30060,999,460,414554,4609914,0,5024468
GOA,2017,30060,999,220,4755681,4466192,0,9221874
GOA,2017,30060,999,160,154716,178370,270382,603468
GOA,2017,30060,999,110,68708,0,5198515,5267223
GOA,2017,30060,999,140,206461,81324,117934,405720
GOA,2017,30060,999,240,7547850,5022938,0,12570788
GOA,2017,30060,999,210,7407095,4365808,21575,11794479
GOA,2017,30060,999,180,1606343,1060451,53209,2720003
GOA,2017,30060,999,280,8577143,6179516,0,14756659
GOA,2017,30060,999,310,16940731,13454982,0,30395714
GOA,2017,30060,999,170,716073,948017,301169,1965260
GOA,2017,30060,999,90,0,0,742142,742142
GOA,2017,30060,999,100,0,111320,7700080,7811401
GOA,2017,30060,999,250,8441000,8446363,0,16887363
GOA,2017,30060,999,190,3134240,1917827,42664,5094732
GOA,2017,30060,999,80,23715,0,77738,101452
GOA,2017,30060,999,130,0,45262,86805,132067
GOA,2017,30060,999,200,5593637,4804897,21089,10419623
GOA,2017,30060,999,270,15338386,10554893,0,25893279
GOA,2017,30060,999,290,7818793,7324411,0,15143204
GOA,2017,30060,999,150,398201,118082,219677,735960
GOA,2017,30060,999,120,0,0,577255,577255
GOA,2017,30060,999,520,0,31092,0,31092
GOA,2017,30060,999,400,98715552,128784148,0,227499700
GOA,2017,30060,999,330,52870831,38334571,0,91205403
GOA,2017,30060,999,410,47629773,131665443,18906,179314122
GOA,2017,30060,999,450,204904,11745532,0,11950436
GOA,2017,30060,999,480,0,510869,0,510869
GOA,2017,30060,999,510,0,18906,0,18906
GOA,2017,30060,999,370,129011295,86778638,0,215789934
GOA,2017,30060,999,340,65923459,46332766,0,112256225
GOA,2017,30060,999,260,12850766,8867549,0,21718315
GOA,2017,30060,999,230,4998850,2861082,22061,7881993
GOA,2017,30060,999,470,0,3793883,0,3793883
GOA,2017,30060,999,390,176632582,115919508,1344928,293897018
GOA,2017,30060,999,320,24299709,22406752,0,46706461
GOA,2017,30060,999,430,7706528,44173468,0,51879996
