survey,survey_year,species_code,sex,age,agepop,mean_length,standard_deviation
GOA,1987,30060,3,30,300.19565217391306,430,0
GOA,1987,30060,3,32,1405.7590668080593,396.1460450878682,18.106896708110884
GOA,1987,30060,3,33,1771.1148612134612,404.7087450424111,14.609037048529006
GOA,1987,30060,3,34,1704.9700564971752,400.9820508138884,9.95166198174555
GOA,1987,30060,3,35,2474.7674089784377,416.3907716440105,22.25422030433809
GOA,1987,30060,3,36,2371.9754851387866,402.0982148858029,17.265353702745035
GOA,1987,30060,3,37,768.2973470891673,417.81456953642385,9.758273089480673
GOA,1987,30060,3,38,234.05084745762713,410,0
GOA,1987,30060,3,39,1987.92756132451,391.4474099563027,21.47465454300699
GOA,1987,30060,3,40,1068.9623188405797,401.23316123994016,17.97616583576984
GOA,1987,30060,3,41,1105.5634146341463,386.95361891041836,4.602539858908331
GOA,1987,30060,3,42,1471.4345519468459,415.3742361024129,20.541114953886122
GOA,1987,30060,3,43,1951.3264655309436,399.3542213636375,24.76551403783164
GOA,1987,30060,3,44,300.19565217391306,430,0
GOA,1987,30060,3,45,1303.013166298207,402.8078851908467,16.62601493219995
GOA,1987,30060,3,46,2041.7668044646548,397.52098637481856,11.972492056400464
GOA,1987,30060,3,47,1350.9351611831173,385.7344270634236,16.823289235538702
GOA,1987,30060,3,48,1068.9623188405797,401.23316123994016,17.97616583576984
GOA,1987,30060,3,49,1470.9192090395482,399.5471258796241,9.98973998816062
GOA,1987,30060,3,50,636.9924001413927,403.5635191336097,24.95869633455386
GOA,1987,30060,3,52,1573.6651095494005,393.8089847593728,11.219514683029475
GOA,1987,30060,3,53,768.7666666666667,390,0
GOA,1987,30060,3,54,1350.9351611831173,385.7344270634236,16.823289235538702
GOA,1987,30060,3,55,3316.6902439024393,386.9536189104183,4.60253985891126
GOA,1987,30060,3,56,1116.8843137254903,380.64940810482943,13.895473653859034
GOA,1987,30060,3,57,336.7967479674797,380,0
GOA,1987,30060,3,58,3580.284800282786,394.82635270054453,16.242852212052888
GOA,1987,30060,3,59,336.7967479674797,380,0
GOA,1987,30060,3,61,1837.259665929747,408.1671032631783,17.167628585406717
GOA,1987,30060,3,62,1874.330081300813,388.2031086662509,3.8392831195570016
GOA,1987,30060,3,63,768.7666666666667,390,0
GOA,1987,30060,3,64,570.8475954251069,392.30017517810495,14.75503120739119
GOA,1987,30060,3,65,1339.6142620917735,390.9801698195027,9.698795408521887
GOA,1987,30060,3,67,768.7666666666667,390,0
GOA,1987,30060,3,71,300.19565217391306,430,0
GOA,1987,30060,3,75,27618,470,0
GOA,1987,30060,3,-9,5262445,181.19644005780583,51.43394569141317
GOA,1993,30060,1,2,1252767.2222222222,159.27860234742553,17.639579148457553
GOA,1993,30060,1,3,4591782.104978355,201.78792600722946,20.86704030431422
GOA,1993,30060,1,4,6983366.979847261,243.48156450669543,24.828329587798862
GOA,1993,30060,1,5,15446914.908999566,278.0665054827769,24.160912966357795
GOA,1993,30060,1,6,36688681.391718686,295.30186987187466,25.809723899104714
GOA,1993,30060,1,7,57841659.74765968,318.64805303419877,24.398619866050808
GOA,1993,30060,1,8,57260598.95983234,324.9190902584124,19.094013081254644
GOA,1993,30060,1,9,71204835.32557619,343.5872784476784,21.91940095998579
GOA,1993,30060,1,10,42741709.60389116,346.45180140791547,21.499437606500972
GOA,1993,30060,1,11,18777103.119586296,353.19752414780606,17.025521929478654
GOA,1993,30060,1,12,25087307.72401611,356.53204648605475,17.449739639105758
GOA,1993,30060,1,13,18666419.873809524,359.9800555870793,16.42724647880602
GOA,1993,30060,1,14,11421642.93531746,361.3534794894184,17.8013693377477
GOA,1993,30060,1,15,7629621.873321889,379.71995436013026,20.861912064489207
GOA,1993,30060,1,16,4172833.5891401703,388.2803775844083,11.82356981983611
GOA,1993,30060,1,17,17099891.186846294,383.54198066970054,14.755675909336556
GOA,1993,30060,1,18,3299832.7073941384,392.3865169837625,12.687125026099357
GOA,1993,30060,1,19,1465269.35,374.718793207239,4.992086010851074
GOA,1993,30060,1,20,760769.288401254,404.2625131434048,4.945312238508579
GOA,1993,30060,1,21,216277.57142857142,420,0
GOA,1993,30060,1,22,1789548.259090909,381.1119995329401,14.321034219127306
GOA,1993,30060,1,23,1344198.2562944717,392.93031765363503,14.836808979456944
GOA,1993,30060,1,24,436490.3793103448,400,0
GOA,1993,30060,1,25,1305535.9014778323,406.62647641275134,9.413784499670472
GOA,1993,30060,1,26,939925.2364532019,394.64388402802587,4.9873020175738025
GOA,1993,30060,1,27,1700881.3328456983,379.7977130894963,22.2550176229689
GOA,1993,30060,1,31,1376415.6157635467,396.3424212034708,4.816420383688095
GOA,1993,30060,1,35,135024.41666666666,430,0
GOA,1993,30060,1,37,135024.41666666666,430,0
GOA,1993,30060,1,38,216277.57142857142,420,0
GOA,1993,30060,1,39,869045.5221674877,409.9547177178545,9.99989747521985
GOA,1993,30060,1,41,1223147.2857142857,395.304616393003,11.445502903462057
GOA,1993,30060,1,42,52798.666666666664,440,0
GOA,1993,30060,1,43,450385.3793103448,401.5425678361581,8.645743246172232
GOA,1993,30060,1,44,135024.41666666666,430,0
GOA,1993,30060,1,45,52798.666666666664,440,0
GOA,1993,30060,1,46,351301.9880952381,423.84354262834574,4.864422509153297
GOA,1993,30060,1,47,52798.666666666664,440,0
GOA,1993,30060,1,48,1479164.35,375.42597112724866,8.799086700549308
GOA,1993,30060,1,51,826454.7222222221,388.16889377216006,18.485504135596216
GOA,1993,30060,1,52,939276.8769841269,392.235277093207,22.15747320975135
GOA,1993,30060,1,53,1264390.9535353535,372.8235221939937,21.8342251577619
GOA,1993,30060,1,54,324278.9090909091,410,0
GOA,1993,30060,1,55,47804.5,460,0
GOA,1993,30060,1,56,624313.4626436782,409.87112970553375,15.24870470571505
GOA,1993,30060,1,57,135024.41666666666,430,0
GOA,1993,30060,1,59,135024.41666666666,430,0
GOA,1993,30060,1,62,13895,450,0
GOA,1993,30060,1,64,135024.41666666666,430,0
GOA,1993,30060,1,66,503434.8571428571,390,0
GOA,1993,30060,1,67,436490.3793103448,400,0
GOA,1993,30060,1,70,503434.8571428571,390,0
GOA,1993,30060,1,71,377077.5757575758,414.2006210441385,10.41025524027676
GOA,1993,30060,1,72,503434.8571428571,390,0
GOA,1993,30060,1,73,52798.666666666664,440,0
GOA,1993,30060,1,75,484294.8793103448,405.9225693323137,17.896293818630564
GOA,1993,30060,1,77,940112.0444444445,360,0
GOA,1993,30060,1,79,135024.41666666666,430,0
GOA,1993,30060,1,-9,249157,154.72015636727045,102.84382918096381
GOA,1993,30060,2,2,552600.4027777778,160.95946767240315,8.182570978678216
GOA,1993,30060,2,3,3075850.319949495,202.79187451368003,16.60966895019097
GOA,1993,30060,2,4,5531941.701669601,232.09574693661014,22.692300404257665
GOA,1993,30060,2,5,20065151.669763066,276.31713761040663,24.895996048790174
GOA,1993,30060,2,6,35828584.007328495,296.44621379036664,23.915219208482366
GOA,1993,30060,2,7,46310011.033786945,317.22311653695044,23.085864033426116
GOA,1993,30060,2,8,50205279.51850907,337.6543216479935,20.294193429130544
GOA,1993,30060,2,9,66800060.66375739,343.70681207557703,21.232405287158617
GOA,1993,30060,2,10,33449485.220980097,352.3310234514317,23.12728788538891
GOA,1993,30060,2,11,18603079.4536742,360.641659466277,20.792146863573358
GOA,1993,30060,2,12,17797901.593399156,365.3148732659295,23.043127874194056
GOA,1993,30060,2,13,13040995.211916544,384.76872297584646,22.946343922696187
GOA,1993,30060,2,14,9144119.935798112,375.7564594457447,27.04664628861591
GOA,1993,30060,2,15,14009343.274295395,391.13092694625345,19.980776821416985
GOA,1993,30060,2,16,5139296.156818191,398.3898503915485,22.450053273071525
GOA,1993,30060,2,17,13099400.039589358,413.1111491557877,21.77656214380398
GOA,1993,30060,2,18,2804647.7413919414,416.36477794565536,20.535495315338846
GOA,1993,30060,2,19,872333.1333333333,420,0
GOA,1993,30060,2,20,1218494.8183150184,420.09773200777295,8.012173713243431
GOA,1993,30060,2,21,1250486.2759398497,409.5506295512719,20.260196105739084
GOA,1993,30060,2,22,1680290.0280701753,431.26198309732905,12.814513364280932
GOA,1993,30060,2,23,731990.3704453441,434.57481356161395,4.981888847884888
GOA,1993,30060,2,24,2511380.6118372856,427.83322259526796,10.651136053371179
GOA,1993,30060,2,26,552224.7872340425,370,0
GOA,1993,30060,2,27,548986.8285714285,421.933036748891,18.3009317769689
GOA,1993,30060,2,28,833284.9897435898,424.7656975460355,4.994507218945581
GOA,1993,30060,2,31,138213,460,0
GOA,1993,30060,2,32,385209.82857142854,410,0
GOA,1993,30060,2,33,92945.25,470,0
GOA,1993,30060,2,34,574379.5666666667,429.6252031249719,17.098642922814328
GOA,1993,30060,2,35,1105910.4614035087,432.11208173014063,9.774411018838805
GOA,1993,30060,2,36,949343.2103109657,395.09851561145166,29.5968824505015
GOA,1993,30060,2,37,138213,460,0
GOA,1993,30060,2,39,988712.6204453441,440.46013701031325,11.879555948175577
GOA,1993,30060,2,40,2171646.3844804317,423.21527812972033,21.282800635801838
GOA,1993,30060,2,41,1242011.5371120109,432.24002251499746,14.655582411940955
GOA,1993,30060,2,42,1963633.0564102563,416.42110283981566,18.043896732060862
GOA,1993,30060,2,43,1725189.4371120108,413.26875265286685,23.91575152704786
GOA,1993,30060,2,44,163777,450,0
GOA,1993,30060,2,45,459281.55,405.54079300594594,20.31164821822546
GOA,1993,30060,2,46,1126580.173076923,425.2047598305894,22.069636609094506
GOA,1993,30060,2,48,1687380.5666666667,400.277048546468,22.57096010835026
GOA,1993,30060,2,50,460738.0230769231,436.9040969936812,17.249298373727477
GOA,1993,30060,2,51,1311440.0683150184,423.6344386298787,14.954151600007739
GOA,1993,30060,2,52,1308499.7000000002,420.00000000000006,NA
GOA,1993,30060,2,54,163777,450,0
GOA,1993,30060,2,55,957876.25,394.4627032980513,4.971047400102325
GOA,1993,30060,2,56,427471.75,400,0
GOA,1993,30060,2,58,915614.3285714285,398.4142376664735,9.87346736570051
GOA,1993,30060,2,59,385209.82857142854,410,0
GOA,1993,30060,2,62,385209.82857142854,410,0
GOA,1993,30060,2,63,427471.75,400,0
GOA,1993,30060,2,66,677746.4893617021,360,0
GOA,1993,30060,2,67,385209.82857142854,410,0
GOA,1993,30060,2,69,385209.82857142854,410,0
GOA,1993,30060,2,70,530404.5,390,0
GOA,1993,30060,2,74,385209.82857142854,410,0
GOA,1993,30060,2,75,436166.56666666665,420,0
GOA,1993,30060,2,-9,138589,167.00199871562677,99.88746239804765
GOA,1993,30060,3,2,2911330.311111111,159.31615107241086,14.008785111782732
GOA,1993,30060,3,3,7455177.852285224,198.80903470509645,15.76832705116199
GOA,1993,30060,3,4,4712572.171421895,213.60766696392116,13.592518471086217
GOA,1993,30060,3,5,1533712.786666455,229.1692367844139,22.68569813263258
GOA,1993,30060,3,6,532903.6550531596,261.6103414981127,18.013956156469032
GOA,1993,30060,3,7,201710.240533265,277.4358050423755,30.438377132718067
GOA,1993,30060,3,8,110604.45885561353,303.55894218766736,34.34523770906233
GOA,1993,30060,3,9,68797.4485744078,324.4990571014826,8.00494924999588
GOA,1993,30060,3,10,25486.028267972662,323.15500523225205,9.989761703452958
GOA,1993,30060,3,11,3844.3530979133225,324.53607367495425,9.695529584179878
GOA,1993,30060,3,12,5026.458177926942,324.2210011275198,6.7014023375172735
GOA,1993,30060,3,13,3289.468164794007,330.75433115333465,2.640889252594123
GOA,1993,30060,3,14,1644.7340823970035,330.75433115333465,2.640889252594123
GOA,1993,30060,3,15,62.03370786516854,340,0
GOA,1993,30060,3,-9,387534,97.36490217632517,23.6002311329588
GOA,1990,30060,3,4,3195872.819756138,232.36568483998875,18.559553349460103
GOA,1990,30060,3,5,1198751.0326648161,244.90183483874324,18.31020605417781
GOA,1990,30060,3,6,431105.21116697794,254.13260755208864,20.369546508087097
GOA,1990,30060,3,7,107321.579494307,269.0776708559084,18.741745619925045
GOA,1990,30060,3,8,72389.03608083523,262.5974329277577,23.922626857571643
GOA,1990,30060,3,9,8134.266735084839,318.9438516061172,40.49108290941206
GOA,1990,30060,3,10,7498.563422654187,328.7232726506801,40.56072546415666
GOA,1990,30060,3,11,2044.8966543513957,340.134556404257,26.154603442784246
GOA,1990,30060,3,12,1594.0349343185549,353.61355840924904,24.573871276363057
GOA,1990,30060,3,13,1936.3267857142855,365.43949654306806,14.395380546059702
GOA,1990,30060,3,14,2639.5714285714284,370,0
GOA,1990,30060,3,15,659.8928571428571,370,0
GOA,1990,30060,3,16,1099.8214285714284,370,0
GOA,1990,30060,3,17,439.9285714285714,370,0
GOA,1990,30060,3,19,219.9642857142857,370,0
GOA,1990,30060,3,20,219.9642857142857,370,0
GOA,1990,30060,3,21,219.9642857142857,370,0
GOA,1990,30060,3,23,219.9642857142857,370,0
GOA,1990,30060,3,25,219.9642857142857,370,0
GOA,1990,30060,3,29,219.9642857142857,370,0
GOA,1990,30060,3,49,219.9642857142857,370,0
GOA,1990,30060,3,-9,32676,110,0
GOA,1996,30060,1,2,6428315,145.63494321606828,4.959520855120107
GOA,1996,30060,1,3,12109386,208.06441961632075,12.179321151813784
GOA,1996,30060,1,4,24751860.367307693,248.4378003277314,10.9798470264634
GOA,1996,30060,1,5,31786781.774886876,273.1037257980705,18.355561652028758
GOA,1996,30060,1,6,42735041.376406796,303.51795082211225,27.388558544735385
GOA,1996,30060,1,7,28252902.377025172,318.6765146893695,28.945836936830233
GOA,1996,30060,1,8,41916969.962464504,350.02984144462556,13.541387444682366
GOA,1996,30060,1,9,86897365.04768217,352.68259277417576,20.27858174942405
GOA,1996,30060,1,10,130864789.100278,355.5602511263416,13.87095336997129
GOA,1996,30060,1,11,68031396.88257591,354.38281088153997,18.32423385169984
GOA,1996,30060,1,12,32505572.026108373,365.5499615814689,20.29685440994966
GOA,1996,30060,1,13,22242981.069875777,376.9703514983676,13.53156165749442
GOA,1996,30060,1,14,24917376.56972585,371.5451415259717,13.63624661320792
GOA,1996,30060,1,15,18101701.825787105,372.8932209887893,13.002683742149248
GOA,1996,30060,1,17,8318071.928571428,377.66676905131357,23.30927151637501
GOA,1996,30060,1,18,5077691.2,391.9941362326248,9.799154080109767
GOA,1996,30060,1,19,5381121.2,389.0522380354488,8.072696493616434
GOA,1996,30060,1,20,9187047.9,394.1465527245156,13.689681952401802
GOA,1996,30060,1,21,2040174.5,394.19927805195096,12.26120654423694
GOA,1996,30060,1,22,1400912.25,410,0
GOA,1996,30060,1,23,1522563,400,0
GOA,1996,30060,1,28,2923475.25,404.7919415428607,4.995669292337786
GOA,1996,30060,1,30,3640432.3913043477,370.00000000000006,NA
GOA,1996,30060,1,33,2412623.75,408.2661169193912,11.118734291561603
GOA,1996,30060,1,34,1400912.25,410,0
GOA,1996,30060,1,42,1351758.5,420,0
GOA,1996,30060,1,44,1400912.25,410,0
GOA,1996,30060,1,48,214181.5,430,0
GOA,1996,30060,1,55,1400912.25,410,0
GOA,1996,30060,1,57,226840,440,0
GOA,1996,30060,1,58,1825993,390,0
GOA,1996,30060,1,61,226840,440,0
GOA,1996,30060,1,71,214181.5,430,0
GOA,1996,30060,1,75,1522563,400,0
GOA,1996,30060,1,84,1825993,390,0
GOA,1996,30060,1,-9,3863335,161.7333159045229,59.070556609096
GOA,1996,30060,2,2,1338645,136.23489424007113,7.81831783794476
GOA,1996,30060,2,3,7976431,208.56285348672859,12.003929134228626
GOA,1996,30060,2,4,19461392.09090909,244.50727996833524,14.448753638106721
GOA,1996,30060,2,5,21225026.07995338,280.80967433422245,15.45664962177325
GOA,1996,30060,2,6,34904332.939688385,295.93343820954703,20.34297118015168
GOA,1996,30060,2,7,18300687.495249663,306.5208880553976,26.467794777276584
GOA,1996,30060,2,8,66915130.51239252,348.73243267751695,13.747107854620666
GOA,1996,30060,2,9,91745508.93704057,363.7003320086709,19.11159142815998
GOA,1996,30060,2,10,97723077.60445842,366.8752223492605,19.71808719432151
GOA,1996,30060,2,11,68128364.90251526,371.277869489388,18.724061237767515
GOA,1996,30060,2,12,66496549.16856195,381.93543370061167,23.019721482397895
GOA,1996,30060,2,13,20240577.07876984,389.9659126360883,15.436332057108771
GOA,1996,30060,2,14,20059335.86050061,379.87877989944815,17.48938877366575
GOA,1996,30060,2,15,15970278.96626984,391.30265484738635,15.263467287910194
GOA,1996,30060,2,16,7152538.37797619,407.4998595226908,26.635773551439687
GOA,1996,30060,2,17,7561394.070833333,422.314628950832,8.637658874436015
GOA,1996,30060,2,18,5622463.875,415.06124639173424,4.9996248738815146
GOA,1996,30060,2,19,11327477.11904762,411.58590025128507,17.302558328340886
GOA,1996,30060,2,20,6863932.558333334,422.74099367820247,12.045121401275
GOA,1996,30060,2,21,2195277.4166666665,438.95376434770264,15.217259780219104
GOA,1996,30060,2,22,3327328.3833333333,429.43273397877175,7.1429414551840065
GOA,1996,30060,2,23,1618964.75,430,0
GOA,1996,30060,2,26,868891.125,453.90901679425025,4.8795241207289335
GOA,1996,30060,2,27,759807.8,440,0
GOA,1996,30060,2,32,386918,462.97952020841626,8.17317370589335
GOA,1996,30060,2,34,529240.125,450,0
GOA,1996,30060,2,35,26518,480,0
GOA,1996,30060,2,39,529240.125,450,0
GOA,1996,30060,2,40,529240.125,450,0
GOA,1996,30060,2,41,1519615.6,440,0
GOA,1996,30060,2,42,1288206.8333333333,430.54647409752135,17.624722636432473
GOA,1996,30060,2,45,1185217.5,429.98389184544885,19.987908742308917
GOA,1996,30060,2,51,529240.125,450,0
GOA,1996,30060,2,52,1519615.6,440,0
GOA,1996,30060,2,53,948555.8333333333,419.99999999999994,8.021555280246341e-6
GOA,1996,30060,2,56,1388398.1875,410,0
GOA,1996,30060,2,61,948555.8333333333,419.99999999999994,8.021555280246341e-6
GOA,1996,30060,2,-9,6245634,154.95675699216446,17.921927174794117
GOA,1999,30060,1,1,105868,130,0
GOA,1999,30060,1,2,3170390.333333333,153.9237508189055,13.945723912237838
GOA,1999,30060,1,3,11957990.805949168,200.48963335056675,17.81752741243977
GOA,1999,30060,1,4,28078579.134527024,228.56804387671963,14.726309178760605
GOA,1999,30060,1,5,30518137.620833334,253.93890353943505,18.797029824944957
GOA,1999,30060,1,6,17435593.567366946,287.45443234853457,30.782788514466226
GOA,1999,30060,1,7,22012354.527918894,317.3144163059456,22.017475143932003
GOA,1999,30060,1,8,37240360.42713218,338.60343915955116,18.091989318384766
GOA,1999,30060,1,9,56229096.25682357,344.0246123733869,18.54344522299585
GOA,1999,30060,1,10,31522414.82672744,359.30312733608986,18.666285191992213
GOA,1999,30060,1,11,54643996.85826257,357.0741340448061,18.541983083170813
GOA,1999,30060,1,12,75472894.89853479,360.1198831842836,17.989168912969937
GOA,1999,30060,1,13,33471701.75528638,364.3964981289417,14.201909909591027
GOA,1999,30060,1,14,33014447.34240759,368.5853009550343,16.376691218910246
GOA,1999,30060,1,15,22310274.52152015,357.8209142604543,17.565268003127343
GOA,1999,30060,1,16,15872669.353896104,382.8651951219554,10.906278934480248
GOA,1999,30060,1,17,4017519,365.59683883601707,19.50928424530178
GOA,1999,30060,1,18,3419912.607142857,381.12918382532183,6.625126180045236
GOA,1999,30060,1,19,3866693.902597402,382.8102769918745,6.950387260175372
GOA,1999,30060,1,20,4422109.133116883,381.86247454921596,12.88947429902169
GOA,1999,30060,1,21,7659654.694805195,376.259700910545,8.019736282725836
GOA,1999,30060,1,22,4059779.402597402,384.579042126574,10.424091663728422
GOA,1999,30060,1,23,3971765.716089466,398.7812223391237,9.272532674917553
GOA,1999,30060,1,24,2233496.3766233763,405.1347667169629,4.998183463218876
GOA,1999,30060,1,25,2758474.777777778,395.466409242411,8.40211336176459
GOA,1999,30060,1,26,648635.8232323232,404.87076602952556,11.063390943620764
GOA,1999,30060,1,28,573424.1428571428,410,0
GOA,1999,30060,1,29,1671826.686868687,392.519681701577,9.717945883047177
GOA,1999,30060,1,30,573424.1428571428,410,0
GOA,1999,30060,1,33,182851.25,429.44029641580244,9.984324308527759
GOA,1999,30060,1,37,96542.75,420,0
GOA,1999,30060,1,38,96542.75,420,0
GOA,1999,30060,1,43,96542.75,420,0
GOA,1999,30060,1,46,148660.5,444.1942546944212,4.934650393142374
GOA,1999,30060,1,48,96542.75,420,0
GOA,1999,30060,1,52,105311.77777777777,430,0
GOA,1999,30060,1,53,543324.0454545454,400,0
GOA,1999,30060,1,54,105311.77777777777,430,0
GOA,1999,30060,1,63,2215727.4285714286,370,0
GOA,1999,30060,1,65,148660.5,444.1942546944212,4.934650393142374
GOA,1999,30060,1,68,105311.77777777777,430,0
GOA,1999,30060,1,72,96542.75,420,0
GOA,1999,30060,1,76,210623.55555555553,430,0
GOA,1999,30060,1,81,62352,450,0
GOA,1999,30060,1,-9,68667,361.2123727554721,162.22614553174677
GOA,1999,30060,2,2,2000261.857142857,144.56857969952935,13.258019027516436
GOA,1999,30060,2,3,11549208.804761905,204.9974487903995,15.984517692505312
GOA,1999,30060,2,4,26705206.630403828,231.59053213284056,16.813531384062802
GOA,1999,30060,2,5,31991507.222338933,260.2580582015487,21.6690406669924
GOA,1999,30060,2,6,13509983.74046452,277.37304213055717,24.386439566322604
GOA,1999,30060,2,7,27089680.228968255,312.27173276357627,22.27122503785603
GOA,1999,30060,2,8,34310302.67623716,327.56433140743866,18.57111185371002
GOA,1999,30060,2,9,58270591.72722222,350.3969173714974,20.65546773281273
GOA,1999,30060,2,10,33884296.948492065,362.12631359345806,18.818283366153555
GOA,1999,30060,2,11,83126639.01027778,374.37620327097176,18.169206002509874
GOA,1999,30060,2,12,98481232.05382478,376.1498552427984,19.319558392081934
GOA,1999,30060,2,13,70758683.67869048,381.76175506090357,16.41721330617191
GOA,1999,30060,2,14,47661203.318333335,386.37477096335584,24.007918487388412
GOA,1999,30060,2,15,32797665.166944444,386.7917841012474,15.814184981645559
GOA,1999,30060,2,16,32400348.5765812,399.9153373470602,20.41280070697725
GOA,1999,30060,2,17,23578110.101196583,406.5587583430028,16.32563097465812
GOA,1999,30060,2,18,12693043.502564102,414.3317387754042,9.270240647498516
GOA,1999,30060,2,20,10360674.655384615,400.9635130998596,15.833787947795914
GOA,1999,30060,2,21,734713.5,440,0
GOA,1999,30060,2,22,5519469.017948718,420.01289541546885,13.471493412181662
GOA,1999,30060,2,23,10084522.242222222,401.7542240516462,16.445044881692322
GOA,1999,30060,2,24,3215007.52,370,0
GOA,1999,30060,2,25,1374573.717948718,434.17073787444593,8.125250954374684
GOA,1999,30060,2,27,2622396.5641025645,423.2792446869845,9.360763584905408
GOA,1999,30060,2,28,734713.5,440,0
GOA,1999,30060,2,30,145395,470,0
GOA,1999,30060,2,32,23545.333333333332,480,0
GOA,1999,30060,2,33,144242,460,0
GOA,1999,30060,2,36,144242,460,0
GOA,1999,30060,2,44,1021362.8333333333,442.8065377354473,4.493186318631443
GOA,1999,30060,2,45,2344789.102564103,432.9823862022471,10.743444471432355
GOA,1999,30060,2,46,3468501.52,390,0
GOA,1999,30060,2,50,1087924.3846153847,430,0
GOA,1999,30060,2,58,3070460.730769231,424.78568895304477,8.532933862722667
GOA,1999,30060,2,60,3410181.8,410,0
GOA,1999,30060,2,63,23545.333333333332,480,0
GOA,1999,30060,2,-9,88068,503.38874506063496,18.875680335467376
GOA,1999,30060,3,1,266036.80000000005,118.38912511351812,18.15551100436841
GOA,1999,30060,3,2,2084893.6615384617,127.64366768515801,12.315955065832958
GOA,1999,30060,3,3,1100749.943223443,183.09703669577294,9.303212711837507
GOA,1999,30060,3,4,149434.2023809524,190.48136594891884,10.710200008553127
GOA,1999,30060,3,5,7221.392857142857,200,0
GOA,1999,30060,3,-9,687283,87.97556465095164,19.739770194229344
GOA,2003,30060,1,2,5514127.69047619,155.99155699898017,17.52982255394971
GOA,2003,30060,1,3,21554471.243943192,198.11116879559006,15.909517575917391
GOA,2003,30060,1,4,19677709.663951546,229.7366075484103,16.38974732315649
GOA,2003,30060,1,5,27982364.90677509,266.15688123761,23.15723140923243
GOA,2003,30060,1,6,15198904.326974837,285.86847365567655,18.437425960933236
GOA,2003,30060,1,7,18665381.310902763,313.3654965418282,26.69401609463837
GOA,2003,30060,1,8,41662807.160711944,341.4950735543844,19.82814841437143
GOA,2003,30060,1,9,44876761.63099547,352.94509138555486,18.876662854232706
GOA,2003,30060,1,10,25428307.176204935,347.45715736823865,15.439815633740785
GOA,2003,30060,1,11,23938291.566304486,361.203529164946,22.048037896209642
GOA,2003,30060,1,12,16348125.117216952,364.1007693822352,14.66581092485948
GOA,2003,30060,1,13,10328155.965022137,358.9523507428261,16.418514106755392
GOA,2003,30060,1,14,23685219.193400033,369.28786000095016,19.068891673222097
GOA,2003,30060,1,15,20872508.436170105,379.1032396538374,18.78328559927344
GOA,2003,30060,1,16,18758105.856932774,379.3692372841511,15.203903594149633
GOA,2003,30060,1,17,12637425.084237332,380.78035270937414,11.484130445143775
GOA,2003,30060,1,18,10608171.505627705,388.65696833720193,14.644710360784703
GOA,2003,30060,1,19,3956422.243181818,386.2679768886029,10.677094486721021
GOA,2003,30060,1,20,4972364.514285713,391.91002270963264,14.0754212010023
GOA,2003,30060,1,21,3371793.2303030305,378.3454626732629,16.25336148923455
GOA,2003,30060,1,22,1824989.607142857,406.54768934202735,9.38517720242177
GOA,2003,30060,1,23,2860409.9154761904,388.0961203092699,17.88441879300848
GOA,2003,30060,1,24,1981969.0655594408,367.01728540902803,46.60104878761673
GOA,2003,30060,1,25,1186377.9,380,0
GOA,2003,30060,1,26,1862587.3333333335,387.0224630182888,27.04780090669806
GOA,2003,30060,1,29,703479.3636363636,410.00000000000006,NA
GOA,2003,30060,1,36,101427,470,0
GOA,2003,30060,1,40,1406958.7272727273,410.00000000000006,NA
GOA,2003,30060,1,45,375091.5,440,0
GOA,2003,30060,1,46,144576,450,0
GOA,2003,30060,1,48,1227516.357142857,400,0
GOA,2003,30060,1,51,1549145.018181818,396.8222199187033,15.044803492534736
GOA,2003,30060,1,58,1186377.9,380,0
GOA,2003,30060,1,61,703479.3636363636,410.00000000000006,NA
GOA,2003,30060,1,69,375091.5,440,0
GOA,2003,30060,1,74,298736.625,420,0
GOA,2003,30060,1,-9,340250,451.80943423952976,141.41846755156192
GOA,2003,30060,2,1,127741,106.07768844771843,4.882477609744225
GOA,2003,30060,2,2,3614807.657142857,155.13229140949036,15.08905816408508
GOA,2003,30060,2,3,19635147.54280303,201.24072298821972,16.291463128791715
GOA,2003,30060,2,4,19858378.98997277,232.5660207987712,17.439795370505106
GOA,2003,30060,2,5,26743669.696811136,269.04582043891577,23.9815459588553
GOA,2003,30060,2,6,15566978.03451057,297.49696344709423,22.919129416091067
GOA,2003,30060,2,7,23106760.819370594,324.7334778837155,33.512196494879795
GOA,2003,30060,2,8,41686120.90493739,345.4335776649354,22.779988570764978
GOA,2003,30060,2,9,44623533.36100453,354.63636895307604,18.691985050123872
GOA,2003,30060,2,10,18737823.462783076,365.56487136645865,15.759545764952362
GOA,2003,30060,2,11,17425281.853922084,367.1645155104376,21.851144492479907
GOA,2003,30060,2,12,17803306.22181621,384.7830083693377,14.649733427520204
GOA,2003,30060,2,13,17769151.63078361,387.78604271115955,17.356001538284534
GOA,2003,30060,2,14,20945284.451519836,380.87371032755465,20.22179446097524
GOA,2003,30060,2,15,16119248.571462104,391.8016138527423,23.22202759109183
GOA,2003,30060,2,16,13678319.391540615,408.130404384249,14.71366145144655
GOA,2003,30060,2,17,12389546.743865546,403.2017888282234,13.129838531870236
GOA,2003,30060,2,18,11966418.110585976,408.51990520673206,20.104947009092665
GOA,2003,30060,2,19,8674814.50315126,417.6564817062303,20.521375179693546
GOA,2003,30060,2,20,6589100.568571429,418.655733081912,23.608794984463454
GOA,2003,30060,2,21,4248251.687619047,407.29913290815807,14.925224945673815
