File_Type,Vessel_Code,Cruise_Number,Species,collection,Region,Read_Code,Reader,Tester,Read_Age,Test_Age,Final_Age,Date_Released,date_read,Latitude,Longitude,RACE_Code,common_name
RACE,57,199901,307,57199901307,GOA,2,G,A,13,12,13,5/5/2004,1/15/2002,56.8568,-151.6179,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,21,30,29,5/5/2004,1/15/2002,56.8568,-151.6179,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,19,16,16,5/5/2004,1/15/2002,56.8568,-151.6179,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,16,17,16,5/5/2004,1/15/2002,56.8568,-151.6179,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,30,28,30,5/5/2004,1/15/2002,56.8568,-151.6179,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,21,21,21,5/5/2004,1/15/2002,56.8568,-151.6179,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,15,13,13,5/5/2004,1/15/2002,56.8774,-151.5882,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,40,37,37,5/5/2004,1/15/2002,56.8774,-151.5882,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,28,29,28,5/5/2004,1/15/2002,56.8774,-151.5882,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,15,12,12,5/5/2004,1/15/2002,56.8774,-151.5882,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,19,23,17,5/5/2004,1/15/2002,56.8774,-151.5882,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,16,18,17,5/5/2004,1/15/2002,57.3787,-150.3417,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,15,14,15,5/5/2004,1/15/2002,58.0684,-149.5877,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,10,11,11,5/5/2004,1/15/2002,59.3976,-150.5011,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,15,16,16,5/5/2004,1/15/2002,59.6434,-149.8903,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,15,15,15,5/5/2004,1/11/2002,58.7043,-148.5867,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,5,5,5,5/5/2004,1/11/2002,59.6058,-145.7668,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,5,5,5,5/5/2004,1/11/2002,59.8429,-145.8592,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,6,5,5,5/5/2004,1/11/2002,59.8185,-145.2842,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,10,8,9,5/5/2004,1/11/2002,59.6434,-149.8903,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,10,9,10,5/5/2004,1/11/2002,59.6434,-149.8903,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,9,9,9,5/5/2004,1/11/2002,59.6434,-149.8903,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,17,14,15,5/5/2004,1/11/2002,59.6434,-149.8903,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,10,11,11,5/5/2004,1/11/2002,58.5013,-149.7644,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,6,6,6,5/5/2004,1/11/2002,58.5013,-149.7644,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,7,7,7,5/5/2004,1/11/2002,58.3318,-149.5152,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,17,18,17,5/5/2004,1/11/2002,58.7043,-148.5867,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,8,9,9,5/5/2004,1/11/2002,59.6317,-143.1794,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,10,13,10,5/5/2004,1/11/2002,59.6754,-142.8774,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,9,9,9,5/5/2004,1/11/2002,59.6754,-142.8774,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,6,5,5,5/5/2004,1/11/2002,59.6754,-142.8774,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,9,9,9,5/5/2004,1/11/2002,59.7172,-142.7459,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,18,17,17,5/5/2004,1/11/2002,59.6602,-142.8289,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,14,12,12,5/5/2004,1/11/2002,59.6602,-142.8289,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,18,19,18,5/5/2004,1/11/2002,59.6602,-142.8289,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,10,8,8,5/5/2004,1/11/2002,59.6602,-142.8289,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,18,17,18,5/5/2004,1/11/2002,59.6602,-142.8289,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,16,16,16,5/5/2004,1/11/2002,59.6602,-142.8289,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,17,16,17,5/5/2004,1/11/2002,59.6602,-142.8289,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,36,42,36,5/5/2004,1/11/2002,59.6316,-142.8229,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,3,4,4,5/5/2004,1/11/2002,59.4548,-141.8461,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,G,A,7,7,7,5/5/2004,1/11/2002,59.4548,-141.8461,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,G,A,9,9,9,5/5/2004,1/11/2002,59.4548,-141.8461,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,H,A,6,6,6,5/5/2004,1/29/2002,59.4548,-141.8461,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,H,A,5,6,6,5/5/2004,1/29/2002,59.4465,-141.6696,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,1,H,A,8,8,8,5/5/2004,1/29/2002,59.4465,-141.6696,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,H,A,42,31,31,5/5/2004,1/29/2002,59.0182,-141.1633,30050,ROUGHEYE ROCKFISH
RACE,57,199901,307,57199901307,GOA,2,H,A,30,30,30,5/5/2004,1/29/2002,59.0182,-141.1633,30050,ROUGHEYE ROCKFISH
REFM,A050,8630,301,AB30103B,AI,2,H,A,23,24,23,4/22/2004,3/18/2004,52.6,174.7166,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103B,AI,2,H,A,18,19,18,4/22/2004,3/18/2004,52.5666,-173.35,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103B,AI,2,H,A,20,19,20,4/22/2004,3/18/2004,52.45,-173.6166,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103B,AI,2,H,A,15,14,15,4/22/2004,3/18/2004,52.5833,-173.2333,30060,PACIFIC OCEAN PERCH
REFM,A276,8414,301,AB30103B,AI,2,H,A,19,19,19,4/22/2004,3/18/2004,51.5166,-178.9166,30060,PACIFIC OCEAN PERCH
REFM,A108,8492,301,AB30103B,AI,2,H,A,14,17,14,4/22/2004,3/18/2004,52.65,174.6833,30060,PACIFIC OCEAN PERCH
REFM,A108,8492,301,AB30103B,AI,2,H,A,22,22,22,4/22/2004,3/18/2004,52.35,176.2,30060,PACIFIC OCEAN PERCH
REFM,A108,8492,301,AB30103B,AI,2,H,A,16,16,16,4/22/2004,3/18/2004,52.35,176.2,30060,PACIFIC OCEAN PERCH
REFM,A108,8492,301,AB30103B,AI,2,H,A,16,16,16,4/22/2004,3/18/2004,52.35,176.2,30060,PACIFIC OCEAN PERCH
REFM,A276,8414,301,AB30103B,AI,2,H,A,18,20,20,4/22/2004,3/18/2004,52.4333,-173.8333,30060,PACIFIC OCEAN PERCH
REFM,A276,8414,301,AB30103B,AI,2,H,A,15,16,15,4/22/2004,3/18/2004,51.65,175.7166,30060,PACIFIC OCEAN PERCH
REFM,A276,8414,301,AB30103B,AI,2,H,A,9,8,8,4/22/2004,3/18/2004,52.35,176.3666,30060,PACIFIC OCEAN PERCH
REFM,A276,8414,301,AB30103B,AI,2,H,A,14,13,14,4/22/2004,3/18/2004,52.3333,176.0333,30060,PACIFIC OCEAN PERCH
REFM,A108,8492,301,AB30103B,AI,2,H,A,17,18,17,4/22/2004,3/18/2004,52.65,174.6833,30060,PACIFIC OCEAN PERCH
REFM,A050,8630,301,AB30103B,AI,2,H,A,7,7,7,4/22/2004,3/18/2004,51.8333,175.2833,30060,PACIFIC OCEAN PERCH
REFM,A032,8589,301,AB30103B,BS,2,H,A,5,7,5,4/22/2004,3/18/2004,54.0666,-166.5166,30060,PACIFIC OCEAN PERCH
REFM,A068,8483,301,AB30103B,AI,2,H,A,15,15,15,4/22/2004,3/18/2004,52.35,-170.7,30060,PACIFIC OCEAN PERCH
REFM,A068,8483,301,AB30103B,AI,2,H,A,8,8,8,4/22/2004,3/18/2004,51.9833,-171.8333,30060,PACIFIC OCEAN PERCH
REFM,A068,8483,301,AB30103B,AI,2,H,A,13,13,13,4/22/2004,3/18/2004,51.7333,177.0833,30060,PACIFIC OCEAN PERCH
REFM,A276,8637,301,AB30103B,AI,2,H,A,5,6,6,4/22/2004,3/18/2004,52.2,175.05,30060,PACIFIC OCEAN PERCH
REFM,A276,8637,301,AB30103B,AI,2,H,A,9,9,9,4/22/2004,3/18/2004,51.5666,-178.9666,30060,PACIFIC OCEAN PERCH
REFM,A276,8637,301,AB30103B,AI,2,H,A,23,23,23,4/22/2004,3/18/2004,52.4166,-173.8666,30060,PACIFIC OCEAN PERCH
REFM,A068,8483,301,AB30103B,AI,2,H,A,17,17,17,4/22/2004,3/18/2004,52.3333,176.1833,30060,PACIFIC OCEAN PERCH
REFM,A068,8483,301,AB30103B,AI,2,H,A,9,9,9,4/22/2004,3/18/2004,51.4,-178.6166,30060,PACIFIC OCEAN PERCH
REFM,A068,8483,301,AB30103B,AI,2,H,A,50,51,50,4/22/2004,3/18/2004,52.6166,174.7166,30060,PACIFIC OCEAN PERCH
REFM,A068,8483,301,AB30103B,AI,2,H,A,9,9,9,4/22/2004,3/18/2004,52.35,-170.7166,30060,PACIFIC OCEAN PERCH
REFM,A050,8630,301,AB30103B,AI,2,H,A,16,16,16,4/22/2004,3/18/2004,52.1166,-171.85,30060,PACIFIC OCEAN PERCH
REFM,A050,8630,301,AB30103B,AI,2,H,A,18,17,18,4/22/2004,3/18/2004,51.6,179.1166,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,7,5,5,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,22,20,20,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,27,25,25,6/30/2004,3/31/2004,57.8567,-173.8845,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,14,14,14,6/30/2004,3/31/2004,58.3908,-175.5738,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,12,12,12,6/30/2004,3/31/2004,56.8618,-173.394,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,7,7,7,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,16,14,16,6/30/2004,3/31/2004,57.1598,-173.8771,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,70,72,70,6/30/2004,3/31/2004,55.7042,-168.804,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,18,20,19,6/30/2004,3/31/2004,55.7042,-168.804,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,49,50,50,6/30/2004,3/31/2004,55.7042,-168.804,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,33,31,33,6/30/2004,3/31/2004,58.4038,-174.4975,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,4,4,4,6/30/2004,3/31/2004,54.7643,-165.8686,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,13,12,12,6/30/2004,3/31/2004,59.1878,-177.9353,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,7,8,8,6/30/2004,3/31/2004,54.3409,-165.8846,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,21,20,21,6/30/2004,3/31/2004,54.9543,-167.1715,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,16,16,16,6/30/2004,3/31/2004,58.3908,-175.5738,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,13,11,12,6/30/2004,3/31/2004,58.3908,-175.5738,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,4,5,5,6/30/2004,3/31/2004,59.4851,-178.2709,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,12,11,11,6/30/2004,3/31/2004,56.1972,-169.7457,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,13,13,13,6/30/2004,3/31/2004,56.1972,-169.7457,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,14,13,14,6/30/2004,3/31/2004,59.9462,-178.9305,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,10,9,9,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,14,12,12,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
REFM,A050,8401,301,AB30103A,AI,2,H,A,19,20,19,3/29/2004,2/19/2004,52.5166,174.8666,30060,PACIFIC OCEAN PERCH
REFM,A050,8401,301,AB30103A,AI,2,H,A,12,13,12,3/29/2004,2/19/2004,52.5833,-173.2833,30060,PACIFIC OCEAN PERCH
REFM,A050,8401,301,AB30103A,AI,2,H,A,18,17,17,3/29/2004,2/19/2004,52.5166,-173.4833,30060,PACIFIC OCEAN PERCH
REFM,A050,8401,301,AB30103A,AI,2,H,A,17,17,17,3/29/2004,2/19/2004,51.7,-178.35,30060,PACIFIC OCEAN PERCH
REFM,A050,8401,301,AB30103A,AI,2,H,A,11,11,11,3/29/2004,2/19/2004,52.2666,-173.0333,30060,PACIFIC OCEAN PERCH
REFM,A050,8401,301,AB30103A,AI,2,H,A,15,15,15,3/29/2004,2/19/2004,52.2666,-172.9166,30060,PACIFIC OCEAN PERCH
REFM,A117,8488,301,AB30103A,AI,2,H,A,22,22,22,3/29/2004,2/19/2004,51.7,175.8166,30060,PACIFIC OCEAN PERCH
REFM,A117,8488,301,AB30103A,AI,2,H,A,12,14,14,3/29/2004,2/19/2004,51.7,175.8166,30060,PACIFIC OCEAN PERCH
REFM,A050,8401,301,AB30103A,AI,2,H,A,16,16,16,3/29/2004,2/19/2004,51.6166,175.6666,30060,PACIFIC OCEAN PERCH
REFM,A050,8401,301,AB30103A,AI,2,H,A,19,17,18,3/29/2004,2/19/2004,51.25,179.3666,30060,PACIFIC OCEAN PERCH
REFM,A264,8505,301,AB30103A,AI,2,H,A,13,13,13,3/29/2004,2/19/2004,51.3,179.0666,30060,PACIFIC OCEAN PERCH
REFM,A068,8621,301,AB30103A,AI,2,H,A,20,18,18,3/29/2004,2/19/2004,52.95,171,30060,PACIFIC OCEAN PERCH
REFM,A110,8118,301,AB30103A,AI,2,H,A,7,7,7,3/29/2004,2/19/2004,52.3833,-173.75,30060,PACIFIC OCEAN PERCH
REFM,A050,8134,301,AB30103A,AI,2,H,A,9,9,9,3/29/2004,2/19/2004,52.2833,-173.5166,30060,PACIFIC OCEAN PERCH
REFM,A050,8134,301,AB30103A,AI,2,H,A,8,8,8,3/29/2004,2/19/2004,52.2833,-173.5166,30060,PACIFIC OCEAN PERCH
REFM,A050,8312,301,AB30103A,AI,2,H,A,15,15,15,3/29/2004,2/19/2004,51.25,179.15,30060,PACIFIC OCEAN PERCH
REFM,A050,8312,301,AB30103A,AI,2,H,A,8,8,8,3/29/2004,2/19/2004,52.2166,-174.8666,30060,PACIFIC OCEAN PERCH
REFM,A072,8487,301,AB30103A,AI,2,H,A,14,15,14,3/29/2004,2/19/2004,52.2833,176.15,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103A,AI,2,H,A,19,19,19,3/29/2004,2/19/2004,52.5833,-173.2666,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103A,AI,2,H,A,21,19,19,3/29/2004,2/19/2004,52.5666,-173.3833,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103A,AI,2,H,A,19,19,19,3/29/2004,2/19/2004,52.5666,-173.35,30060,PACIFIC OCEAN PERCH
REFM,A117,8561,301,AB30103A,AI,2,H,A,10,9,9,3/29/2004,2/19/2004,51.6666,175.8666,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103A,AI,2,H,A,15,15,15,3/29/2004,2/19/2004,52.5666,-173.3166,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103A,AI,2,H,A,17,19,18,3/29/2004,2/19/2004,51.6166,-179.0833,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103A,AI,2,H,A,18,19,18,3/29/2004,2/19/2004,52.3333,176.25,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103A,AI,2,H,A,18,18,18,3/29/2004,2/19/2004,52.3333,176.2166,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103A,AI,2,H,A,16,17,16,3/29/2004,2/19/2004,52.35,176.3333,30060,PACIFIC OCEAN PERCH
REFM,A110,8399,301,AB30103A,AI,2,H,A,19,19,19,3/29/2004,2/19/2004,51.6,-179.0833,30060,PACIFIC OCEAN PERCH
RACE,147,200301,330,147200301330,GOA,2,I,H,5,5,5,7/2/2004,6/10/2004,57.1955,-154.8358,30152,DUSKY ROCKFISH
RACE,147,200301,330,147200301330,GOA,2,I,H,6,6,6,7/2/2004,6/10/2004,57.1955,-154.8358,30152,DUSKY ROCKFISH
RACE,147,200301,330,147200301330,GOA,2,I,H,6,6,6,7/2/2004,6/10/2004,57.1955,-154.8358,30152,DUSKY ROCKFISH
RACE,147,200301,330,147200301330,GOA,2,I,H,8,8,8,7/2/2004,6/10/2004,57.1955,-154.8358,30152,DUSKY ROCKFISH
RACE,147,200301,330,147200301330,GOA,2,I,H,8,8,8,7/2/2004,6/10/2004,57.1955,-154.8358,30152,DUSKY ROCKFISH
REFM,A346,7840,330,G33002A,GOA,2,P,H,15,14,14,8/4/2004,6/4/2004,57.8333,-150.4,30152,DUSKY ROCKFISH
REFM,A276,7746,330,G33002A,GOA,2,P,H,16,16,16,8/4/2004,6/4/2004,54.0666,-162.2,30152,DUSKY ROCKFISH
REFM,A079,7824,330,G33002A,GOA,2,P,H,12,13,13,8/4/2004,6/4/2004,58.5833,-149.5333,30152,DUSKY ROCKFISH
REFM,A079,7824,330,G33002A,GOA,2,P,H,14,14,14,8/4/2004,6/4/2004,57.2,-151.1666,30152,DUSKY ROCKFISH
REFM,A018,7757,330,G33002A,GOA,2,P,H,19,20,20,8/4/2004,6/4/2004,58.7833,-150.0333,30152,DUSKY ROCKFISH
REFM,A342,7833,330,G33002A,GOA,2,P,H,13,14,14,8/4/2004,6/4/2004,58.7333,-150,30152,DUSKY ROCKFISH
REFM,A319,7833,330,G33002A,GOA,2,P,H,17,18,17,8/4/2004,6/4/2004,58.5333,-148.4833,30152,DUSKY ROCKFISH
REFM,A035,7817,330,G33002A,GOA,2,P,H,14,14,14,8/4/2004,6/4/2004,58.7333,-149,30152,DUSKY ROCKFISH
REFM,A035,7817,330,G33002A,GOA,2,P,H,15,13,13,8/4/2004,6/4/2004,58.7,-149.2,30152,DUSKY ROCKFISH
REFM,A035,7817,330,G33002A,GOA,2,P,H,15,13,14,8/4/2004,6/4/2004,58.7,-149.1666,30152,DUSKY ROCKFISH
REFM,A035,7817,330,G33002A,GOA,2,P,H,22,22,22,8/4/2004,6/4/2004,58.7,-149.1666,30152,DUSKY ROCKFISH
REFM,A035,7817,330,G33002A,GOA,2,P,H,14,14,14,8/4/2004,6/4/2004,58.55,-148.5166,30152,DUSKY ROCKFISH
REFM,A035,7817,330,G33002A,GOA,2,P,H,15,15,15,8/4/2004,6/4/2004,58.5333,-148.5,30152,DUSKY ROCKFISH
REFM,A035,7817,330,G33002A,GOA,2,P,H,18,16,17,8/4/2004,6/4/2004,58.7,-149.2,30152,DUSKY ROCKFISH
REFM,A035,7817,330,G33002A,GOA,2,P,H,12,12,12,8/4/2004,6/4/2004,58.5666,-148.5666,30152,DUSKY ROCKFISH
REFM,A035,7817,330,G33002A,GOA,2,P,H,18,21,21,8/4/2004,6/4/2004,58.5666,-148.5666,30152,DUSKY ROCKFISH
REFM,A346,7840,330,G33002A,GOA,2,P,H,15,16,15,8/4/2004,6/4/2004,57.2,-151.1833,30152,DUSKY ROCKFISH
REFM,A541,7840,330,G33002A,GOA,2,P,H,10,10,10,8/4/2004,6/4/2004,56.95,-152.2833,30152,DUSKY ROCKFISH
RACE,57,200202,301,57200202301,BS,1,G,A,22,20,20,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,13,14,13,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,52,64,64,6/30/2004,3/31/2004,56.0028,-169.0452,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,22,21,21,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,17,18,18,6/30/2004,3/31/2004,58.3908,-175.5738,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,17,18,17,6/30/2004,3/31/2004,54.8166,-167.1229,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,21,20,20,6/30/2004,3/31/2004,54.8166,-167.1229,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,19,18,18,6/30/2004,3/31/2004,56.1972,-169.7457,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,15,5,15,6/30/2004,3/31/2004,55.4563,-168.195,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,16,13,15,6/30/2004,3/31/2004,55.4563,-168.195,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,13,12,13,6/30/2004,3/31/2004,55.4563,-168.195,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,8,9,9,6/30/2004,3/31/2004,55.7042,-168.804,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,9,9,9,6/30/2004,3/31/2004,54.9543,-167.1715,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,15,19,19,6/30/2004,3/31/2004,54.9543,-167.1715,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,14,15,15,6/30/2004,3/31/2004,54.9543,-167.1715,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,15,13,15,6/30/2004,3/31/2004,54.9543,-167.1715,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,24,19,22,6/30/2004,3/31/2004,57.7948,-174.1925,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,15,13,15,6/30/2004,3/31/2004,56.0359,-168.3841,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,9,9,9,6/30/2004,3/31/2004,56.0359,-168.3841,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,21,21,21,6/30/2004,3/31/2004,56.0359,-168.3841,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,13,13,13,6/30/2004,3/31/2004,55.2889,-167.8972,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,14,14,14,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,7,7,7,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,15,15,15,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,20,19,20,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,12,12,12,6/30/2004,3/31/2004,56.2011,-170.9425,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,22,22,22,6/30/2004,3/31/2004,58.605,-176.8128,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,25,23,23,6/30/2004,3/31/2004,58.605,-176.8128,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,23,23,23,6/30/2004,3/31/2004,58.605,-176.8128,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,2,2,2,6/30/2004,3/31/2004,58.9404,-178.0306,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,16,30,16,6/30/2004,3/31/2004,56.0359,-168.3841,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,1,G,A,26,23,23,6/30/2004,3/31/2004,54.9543,-167.1715,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,13,13,13,6/30/2004,3/31/2004,58.605,-176.8128,30060,PACIFIC OCEAN PERCH
RACE,57,200202,301,57200202301,BS,2,G,A,4,7,7,6/30/2004,3/31/2004,58.9404,-178.0306,30060,PACIFIC OCEAN PERCH
