SHIP,SURVEY,HAUL,SPECIES_CODE,COMMON_NAME,SCIENTIFIC_NAME,PARTITION,ORGANISM_WEIGHT,SEX,organism_length,length_type,region
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,43,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.5,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.9,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.1,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.5,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.1,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.8,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.8,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.8,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.7,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.9,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.1,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,43.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.1,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.9,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35.7,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.7,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,43.1,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.1,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,43.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.1,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.1,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.7,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.5,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.2,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.2,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.9,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.7,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.864,Unsexed,39.5,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.672,Unsexed,37.7,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.831,Unsexed,39,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.841,Unsexed,41.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.873,Unsexed,41.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.697,Unsexed,37.8,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.95,Unsexed,42.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.85,Unsexed,40.9,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,1.103,Unsexed,43.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.961,Unsexed,42.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.87,Unsexed,40.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.862,Unsexed,40.1,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.784,Unsexed,38.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.971,Unsexed,41.9,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.903,Unsexed,40.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.841,Unsexed,40.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.816,Unsexed,39.8,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.902,Unsexed,40.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.811,Unsexed,39.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.852,Unsexed,39.9,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.801,Unsexed,39.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.878,Unsexed,40.9,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.869,Unsexed,39.9,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.716,Unsexed,38,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,0.709,Unsexed,38.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.7,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.2,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.9,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.6,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.8,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.1,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.2,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.3,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.2,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,43,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.4,FORK_LENGTH,Shelikof Strait
157,202308,25,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.6,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,0.622,Unsexed,35.8,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,0.828,Unsexed,38.8,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,0.922,Unsexed,41.1,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,0.974,Unsexed,42.2,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,0.948,Unsexed,41.3,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,0.794,Unsexed,40,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,0.844,Unsexed,41.2,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,0.974,Unsexed,42.4,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,0.762,Unsexed,38.8,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,0.588,Unsexed,36.3,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.7,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.6,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.7,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.6,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,43,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.5,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,43.6,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.5,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,34.5,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.8,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.1,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,43.8,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.7,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.1,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.3,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.4,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.2,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,44.3,FORK_LENGTH,Shelikof Strait
157,202308,26,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,45.3,FORK_LENGTH,Shelikof Strait
157,202308,27,30060,Pacific ocean perch,Sebastes alutus,Codend,0.842,Unsexed,40.4,FORK_LENGTH,Shelikof Strait
157,202308,27,30060,Pacific ocean perch,Sebastes alutus,Codend,0.88,Unsexed,41.6,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.3,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.6,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.9,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.1,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.1,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.9,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.9,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.8,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,43.9,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,34.2,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,34.3,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,34.4,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.4,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.8,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35.8,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.1,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.3,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.3,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,44.4,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.3,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,34.2,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35.2,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.6,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.8,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.1,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.3,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35.5,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,41.4,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,39,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.9,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,38.3,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.9,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.5,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.8,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.759,Male,38.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.782,Male,39.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.566,Male,35.4,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.986,Female,42.6,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.565,Male,35,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,1.082,Female,43.6,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.598,Male,35.3,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.736,Male,38.4,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.61,Female,35.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.918,Female,40.8,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.93,Female,41.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.768,Female,38.9,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,1.008,Female,42.2,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.61,Female,35.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.694,Female,38.4,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.512,Male,33.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.598,Male,36.3,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.868,Female,41.2,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.99,Female,42.6,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.8,Female,40.7,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.925,Female,41.5,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.752,Male,37.4,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.513,Male,34,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.597,Male,35.9,FORK_LENGTH,Shelikof Strait
157,202308,28,30060,Pacific ocean perch,Sebastes alutus,Codend,0.761,Male,38.9,FORK_LENGTH,Shelikof Strait
157,202308,29,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.8,FORK_LENGTH,GOA Shelf
157,202308,29,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.4,FORK_LENGTH,GOA Shelf
157,202308,29,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,37.7,FORK_LENGTH,GOA Shelf
157,202308,29,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,36.3,FORK_LENGTH,GOA Shelf
157,202308,29,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35,FORK_LENGTH,GOA Shelf
157,202308,29,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,31.8,FORK_LENGTH,GOA Shelf
157,202308,29,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,35.8,FORK_LENGTH,GOA Shelf
157,202308,29,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,42.7,FORK_LENGTH,GOA Shelf
157,202308,29,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,40.2,FORK_LENGTH,GOA Shelf
157,202308,29,30060,Pacific ocean perch,Sebastes alutus,Codend,NA,Unsexed,33.1,FORK_LENGTH,GOA Shelf
