"","CRUISEJOIN","REGION","SPECIES_CODE","LENGTH","FREQUENCY","YEAR","PERFORMANCE","HAULJOIN"
"7236",-623,"GOA",30060,200,2,2007,0,-3834
"7237",-623,"GOA",30060,210,3,2007,0,-3834
"7238",-623,"GOA",30060,210,1,2007,0,-3834
"7239",-623,"GOA",30060,220,2,2007,0,-3834
"7240",-623,"GOA",30060,240,1,2007,0,-3834
"7241",-623,"GOA",30060,290,1,2007,0,-3834
"7242",-623,"GOA",30060,310,1,2007,0,-3834
"7243",-623,"GOA",30060,320,4,2007,0,-3834
"7244",-623,"GOA",30060,320,1,2007,0,-3834
"7245",-623,"GOA",30060,330,6,2007,0,-3834
"7246",-623,"GOA",30060,330,1,2007,0,-3834
"7247",-623,"GOA",30060,340,7,2007,0,-3834
"7248",-623,"GOA",30060,340,5,2007,0,-3834
"7249",-623,"GOA",30060,350,16,2007,0,-3834
"7250",-623,"GOA",30060,350,4,2007,0,-3834
"7251",-623,"GOA",30060,360,16,2007,0,-3834
"7252",-623,"GOA",30060,360,11,2007,0,-3834
"7253",-623,"GOA",30060,370,11,2007,0,-3834
"7254",-623,"GOA",30060,370,9,2007,0,-3834
"7255",-623,"GOA",30060,380,9,2007,0,-3834
"7256",-623,"GOA",30060,380,12,2007,0,-3834
"7257",-623,"GOA",30060,390,7,2007,0,-3834
"7258",-623,"GOA",30060,390,15,2007,0,-3834
"7259",-623,"GOA",30060,400,6,2007,0,-3834
"7260",-623,"GOA",30060,400,16,2007,0,-3834
"7261",-623,"GOA",30060,410,6,2007,0,-3834
"7262",-623,"GOA",30060,410,11,2007,0,-3834
"7263",-623,"GOA",30060,420,1,2007,0,-3834
"7264",-623,"GOA",30060,420,8,2007,0,-3834
"7265",-623,"GOA",30060,430,7,2007,0,-3834
"7266",-623,"GOA",30060,440,4,2007,0,-3834
"7267",-623,"GOA",30060,450,2,2007,0,-3834
"7268",-623,"GOA",30060,470,1,2007,0,-3834
"7269",-623,"GOA",30060,280,1,2007,0,-3835
"7270",-623,"GOA",30060,240,1,2007,0,-3835
"7271",-623,"GOA",30060,250,2,2007,0,-3835
"7272",-623,"GOA",30060,270,1,2007,0,-3835
"7273",-623,"GOA",30060,280,1,2007,0,-3835
"7274",-623,"GOA",30060,290,1,2007,0,-3835
"7275",-623,"GOA",30060,300,2,2007,0,-3835
"7276",-623,"GOA",30060,300,2,2007,0,-3835
"7277",-623,"GOA",30060,310,3,2007,0,-3835
"7278",-623,"GOA",30060,310,2,2007,0,-3835
"7279",-623,"GOA",30060,320,3,2007,0,-3835
"7280",-623,"GOA",30060,320,4,2007,0,-3835
"7281",-623,"GOA",30060,330,9,2007,0,-3835
"7282",-623,"GOA",30060,330,5,2007,0,-3835
"7283",-623,"GOA",30060,340,23,2007,0,-3835
"7284",-623,"GOA",30060,340,13,2007,0,-3835
"7285",-623,"GOA",30060,350,24,2007,0,-3835
"7286",-623,"GOA",30060,350,23,2007,0,-3835
"7287",-623,"GOA",30060,360,13,2007,0,-3835
"7288",-623,"GOA",30060,360,7,2007,0,-3835
"7289",-623,"GOA",30060,370,11,2007,0,-3835
"7290",-623,"GOA",30060,370,13,2007,0,-3835
"7291",-623,"GOA",30060,380,4,2007,0,-3835
"7292",-623,"GOA",30060,380,4,2007,0,-3835
"7293",-623,"GOA",30060,390,3,2007,0,-3835
"7294",-623,"GOA",30060,390,3,2007,0,-3835
"7295",-623,"GOA",30060,400,3,2007,0,-3835
"7296",-623,"GOA",30060,410,1,2007,0,-3835
"7297",-623,"GOA",30060,420,1,2007,0,-3835
"7298",-623,"GOA",30060,250,1,2007,0,-3836
"7299",-623,"GOA",30060,230,1,2007,0,-3836
"7300",-623,"GOA",30060,240,1,2007,0,-3836
"7301",-623,"GOA",30060,240,1,2007,0,-3836
"7302",-623,"GOA",30060,250,1,2007,0,-3836
"7303",-623,"GOA",30060,260,1,2007,0,-3836
"7304",-623,"GOA",30060,260,1,2007,0,-3836
"7305",-623,"GOA",30060,270,1,2007,0,-3836
"7306",-623,"GOA",30060,280,1,2007,0,-3836
"7307",-623,"GOA",30060,290,1,2007,0,-3836
"7308",-623,"GOA",30060,290,1,2007,0,-3836
"7309",-623,"GOA",30060,300,1,2007,0,-3836
"7310",-623,"GOA",30060,300,2,2007,0,-3836
"7311",-623,"GOA",30060,310,4,2007,0,-3836
"7312",-623,"GOA",30060,310,1,2007,0,-3836
"7313",-623,"GOA",30060,320,4,2007,0,-3836
"7314",-623,"GOA",30060,320,4,2007,0,-3836
"7315",-623,"GOA",30060,330,18,2007,0,-3836
"7316",-623,"GOA",30060,330,7,2007,0,-3836
"7317",-623,"GOA",30060,340,11,2007,0,-3836
"7318",-623,"GOA",30060,340,2,2007,0,-3836
"7319",-623,"GOA",30060,350,14,2007,0,-3836
"7320",-623,"GOA",30060,350,16,2007,0,-3836
"7321",-623,"GOA",30060,360,9,2007,0,-3836
"7322",-623,"GOA",30060,360,15,2007,0,-3836
"7323",-623,"GOA",30060,370,5,2007,0,-3836
"7324",-623,"GOA",30060,370,11,2007,0,-3836
"7325",-623,"GOA",30060,380,11,2007,0,-3836
"7326",-623,"GOA",30060,380,8,2007,0,-3836
"7327",-623,"GOA",30060,390,3,2007,0,-3836
"7328",-623,"GOA",30060,390,11,2007,0,-3836
"7329",-623,"GOA",30060,400,1,2007,0,-3836
"7330",-623,"GOA",30060,400,5,2007,0,-3836
"7331",-623,"GOA",30060,410,3,2007,0,-3836
"7332",-623,"GOA",30060,420,1,2007,0,-3836
"7333",-623,"GOA",30060,430,1,2007,0,-3836
"7334",-623,"GOA",30060,380,1,2007,0,-3841
"7335",-623,"GOA",30060,320,1,2007,0,-3841
"7336",-623,"GOA",30060,360,2,2007,0,-3841
"7337",-623,"GOA",30060,370,1,2007,0,-3841
"7338",-623,"GOA",30060,410,1,2007,0,-3841
"7339",-623,"GOA",30060,190,4,2007,0,-3842
"7340",-623,"GOA",30060,170,1,2007,0,-3842
"7341",-623,"GOA",30060,180,4,2007,0,-3842
"7342",-623,"GOA",30060,180,1,2007,0,-3842
"7343",-623,"GOA",30060,190,4,2007,0,-3842
"7344",-623,"GOA",30060,200,3,2007,0,-3842
"7345",-623,"GOA",30060,200,3,2007,0,-3842
"7346",-623,"GOA",30060,210,1,2007,0,-3842
"7347",-623,"GOA",30060,210,2,2007,0,-3842
"7348",-623,"GOA",30060,220,3,2007,0,-3842
"7349",-623,"GOA",30060,220,3,2007,0,-3842
"7350",-623,"GOA",30060,230,6,2007,0,-3842
"7351",-623,"GOA",30060,230,8,2007,0,-3842
"7352",-623,"GOA",30060,240,12,2007,0,-3842
"7353",-623,"GOA",30060,240,11,2007,0,-3842
"7354",-623,"GOA",30060,250,15,2007,0,-3842
"7355",-623,"GOA",30060,250,24,2007,0,-3842
"7356",-623,"GOA",30060,260,19,2007,0,-3842
"7357",-623,"GOA",30060,260,6,2007,0,-3842
"7358",-623,"GOA",30060,270,6,2007,0,-3842
"7359",-623,"GOA",30060,270,6,2007,0,-3842
"7360",-623,"GOA",30060,280,1,2007,0,-3842
"7361",-623,"GOA",30060,290,1,2007,0,-3842
"7362",-623,"GOA",30060,300,1,2007,0,-3842
"7363",-623,"GOA",30060,300,1,2007,0,-3842
"7364",-623,"GOA",30060,260,1,2007,0,-3843
"7365",-623,"GOA",30060,240,1,2007,0,-3843
"7366",-623,"GOA",30060,250,2,2007,0,-3843
"7367",-623,"GOA",30060,250,1,2007,0,-3843
"7368",-623,"GOA",30060,350,2,2007,0,-3845
"7369",-623,"GOA",30060,340,2,2007,0,-3845
"7370",-623,"GOA",30060,340,2,2007,0,-3845
"7371",-623,"GOA",30060,350,10,2007,0,-3845
"7372",-623,"GOA",30060,360,8,2007,0,-3845
"7373",-623,"GOA",30060,360,4,2007,0,-3845
"7374",-623,"GOA",30060,370,6,2007,0,-3845
"7375",-623,"GOA",30060,370,10,2007,0,-3845
"7376",-623,"GOA",30060,380,7,2007,0,-3845
"7377",-623,"GOA",30060,380,9,2007,0,-3845
"7378",-623,"GOA",30060,390,11,2007,0,-3845
"7379",-623,"GOA",30060,390,8,2007,0,-3845
"7380",-623,"GOA",30060,400,24,2007,0,-3845
"7381",-623,"GOA",30060,400,3,2007,0,-3845
"7382",-623,"GOA",30060,410,26,2007,0,-3845
"7383",-623,"GOA",30060,410,7,2007,0,-3845
"7384",-623,"GOA",30060,420,15,2007,0,-3845
"7385",-623,"GOA",30060,420,8,2007,0,-3845
"7386",-623,"GOA",30060,430,6,2007,0,-3845
"7387",-623,"GOA",30060,430,10,2007,0,-3845
"7388",-623,"GOA",30060,440,1,2007,0,-3845
"7389",-623,"GOA",30060,440,4,2007,0,-3845
"7390",-623,"GOA",30060,450,1,2007,0,-3845
"7391",-623,"GOA",30060,450,7,2007,0,-3845
"7392",-623,"GOA",30060,460,1,2007,0,-3845
"7393",-623,"GOA",30060,190,6,2007,0,-3846
"7394",-623,"GOA",30060,180,1,2007,0,-3846
"7395",-623,"GOA",30060,180,3,2007,0,-3846
"7396",-623,"GOA",30060,190,8,2007,0,-3846
"7397",-623,"GOA",30060,200,12,2007,0,-3846
"7398",-623,"GOA",30060,200,8,2007,0,-3846
"7399",-623,"GOA",30060,210,2,2007,0,-3846
"7400",-623,"GOA",30060,210,4,2007,0,-3846
"7401",-623,"GOA",30060,220,2,2007,0,-3846
"7402",-623,"GOA",30060,220,2,2007,0,-3846
"7403",-623,"GOA",30060,230,3,2007,0,-3846
"7404",-623,"GOA",30060,230,3,2007,0,-3846
"7405",-623,"GOA",30060,240,23,2007,0,-3846
"7406",-623,"GOA",30060,240,10,2007,0,-3846
"7407",-623,"GOA",30060,250,14,2007,0,-3846
"7408",-623,"GOA",30060,250,5,2007,0,-3846
"7409",-623,"GOA",30060,260,10,2007,0,-3846
"7410",-623,"GOA",30060,260,12,2007,0,-3846
"7411",-623,"GOA",30060,270,14,2007,0,-3846
"7412",-623,"GOA",30060,270,13,2007,0,-3846
"7413",-623,"GOA",30060,280,5,2007,0,-3846
"7414",-623,"GOA",30060,280,10,2007,0,-3846
"7415",-623,"GOA",30060,290,4,2007,0,-3846
"7416",-623,"GOA",30060,290,1,2007,0,-3846
"7417",-623,"GOA",30060,300,1,2007,0,-3846
"7418",-623,"GOA",30060,300,2,2007,0,-3846
"7419",-623,"GOA",30060,310,1,2007,0,-3846
"7420",-623,"GOA",30060,320,2,2007,0,-3846
"7421",-623,"GOA",30060,350,1,2007,0,-3846
"7422",-623,"GOA",30060,360,1,2007,0,-3846
"7423",-623,"GOA",30060,380,1,2007,0,-3846
"7424",-623,"GOA",30060,380,2,2007,0,-3847
"7425",-623,"GOA",30060,270,1,2007,0,-3847
"7426",-623,"GOA",30060,360,1,2007,0,-3847
"7427",-623,"GOA",30060,370,2,2007,0,-3847
"7428",-623,"GOA",30060,400,1,2007,0,-3847
"7429",-623,"GOA",30060,150,3,2007,0,-3848
"7430",-623,"GOA",30060,140,2,2007,0,-3848
"7431",-623,"GOA",30060,140,2,2007,0,-3848
"7432",-623,"GOA",30060,150,3,2007,0,-3848
"7433",-623,"GOA",30060,170,2,2007,0,-3848
"7434",-623,"GOA",30060,180,2,2007,0,-3848
"7435",-623,"GOA",30060,190,4,2007,0,-3848
"7436",-623,"GOA",30060,200,1,2007,0,-3848
"7437",-623,"GOA",30060,380,1,2007,0,-3848
"7438",-623,"GOA",30060,130,1,2007,0,-3849
"7439",-623,"GOA",30060,90,1,2007,0,-3849
"7440",-623,"GOA",30060,100,1,2007,0,-3849
"7441",-623,"GOA",30060,100,1,2007,0,-3849
"7442",-623,"GOA",30060,140,2,2007,0,-3849
"7443",-623,"GOA",30060,150,6,2007,0,-3849
"7444",-623,"GOA",30060,150,3,2007,0,-3849
"7445",-623,"GOA",30060,160,4,2007,0,-3849
"7446",-623,"GOA",30060,160,1,2007,0,-3849
"7447",-623,"GOA",30060,170,3,2007,0,-3849
"7448",-623,"GOA",30060,190,2,2007,0,-3849
"7449",-623,"GOA",30060,200,2,2007,0,-3849
"7450",-623,"GOA",30060,210,1,2007,0,-3849
"7451",-623,"GOA",30060,210,1,2007,0,-3849
"7452",-623,"GOA",30060,100,1,2007,0,-3851
"7453",-623,"GOA",30060,190,1,2007,0,-3851
"7454",-623,"GOA",30060,190,4,2007,0,-3852
"7455",-623,"GOA",30060,170,1,2007,0,-3852
"7456",-623,"GOA",30060,180,2,2007,0,-3852
"7457",-623,"GOA",30060,190,5,2007,0,-3852
"7458",-623,"GOA",30060,200,12,2007,0,-3852
"7459",-623,"GOA",30060,200,9,2007,0,-3852
"7460",-623,"GOA",30060,210,6,2007,0,-3852
"7461",-623,"GOA",30060,210,5,2007,0,-3852
"7462",-623,"GOA",30060,220,2,2007,0,-3852
"7463",-623,"GOA",30060,220,4,2007,0,-3852
"7464",-623,"GOA",30060,230,4,2007,0,-3852
"7465",-623,"GOA",30060,240,3,2007,0,-3852
"7466",-623,"GOA",30060,240,5,2007,0,-3852
"7467",-623,"GOA",30060,250,3,2007,0,-3852
"7468",-623,"GOA",30060,250,3,2007,0,-3852
"7469",-623,"GOA",30060,260,12,2007,0,-3852
"7470",-623,"GOA",30060,260,9,2007,0,-3852
"7471",-623,"GOA",30060,270,6,2007,0,-3852
"7472",-623,"GOA",30060,270,8,2007,0,-3852
"7473",-623,"GOA",30060,280,4,2007,0,-3852
"7474",-623,"GOA",30060,280,6,2007,0,-3852
"7475",-623,"GOA",30060,290,7,2007,0,-3852
"7476",-623,"GOA",30060,290,6,2007,0,-3852
"7477",-623,"GOA",30060,300,5,2007,0,-3852
"7478",-623,"GOA",30060,300,6,2007,0,-3852
"7479",-623,"GOA",30060,310,5,2007,0,-3852
"7480",-623,"GOA",30060,310,4,2007,0,-3852
"7481",-623,"GOA",30060,320,1,2007,0,-3852
"7482",-623,"GOA",30060,330,1,2007,0,-3852
"7483",-623,"GOA",30060,340,1,2007,0,-3852
"7484",-623,"GOA",30060,350,2,2007,0,-3852
"7485",-623,"GOA",30060,370,1,2007,0,-3852
"7486",-623,"GOA",30060,360,2,2007,0,-3852
"7487",-623,"GOA",30060,360,2,2007,0,-3852
"7488",-623,"GOA",30060,370,1,2007,0,-3852
"7489",-623,"GOA",30060,380,2,2007,0,-3852
"7490",-623,"GOA",30060,380,1,2007,0,-3852
"7491",-623,"GOA",30060,400,1,2007,0,-3852
"7492",-623,"GOA",30060,410,1,2007,0,-3852
"7493",-623,"GOA",30060,210,2,2007,0,-3853
"7494",-623,"GOA",30060,190,1,2007,0,-3853
"7495",-623,"GOA",30060,190,1,2007,0,-3853
"7496",-623,"GOA",30060,200,1,2007,0,-3853
"7497",-623,"GOA",30060,210,1,2007,0,-3853
"7498",-623,"GOA",30060,220,1,2007,0,-3853
"7499",-623,"GOA",30060,230,1,2007,0,-3853
"7500",-623,"GOA",30060,240,1,2007,0,-3853
"7501",-623,"GOA",30060,240,1,2007,0,-3853
"7502",-623,"GOA",30060,250,4,2007,0,-3853
"7503",-623,"GOA",30060,270,5,2007,0,-3853
"7504",-623,"GOA",30060,250,4,2007,0,-3853
"7505",-623,"GOA",30060,260,5,2007,0,-3853
"7506",-623,"GOA",30060,260,6,2007,0,-3853
"7507",-623,"GOA",30060,270,3,2007,0,-3853
"7508",-623,"GOA",30060,280,8,2007,0,-3853
"7509",-623,"GOA",30060,280,2,2007,0,-3853
"7510",-623,"GOA",30060,290,1,2007,0,-3853
"7511",-623,"GOA",30060,290,3,2007,0,-3853
"7512",-623,"GOA",30060,300,6,2007,0,-3853
"7513",-623,"GOA",30060,300,1,2007,0,-3853
"7514",-623,"GOA",30060,310,3,2007,0,-3853
"7515",-623,"GOA",30060,320,1,2007,0,-3853
"7516",-623,"GOA",30060,320,1,2007,0,-3853
"7517",-623,"GOA",30060,330,3,2007,0,-3853
"7518",-623,"GOA",30060,340,1,2007,0,-3853
"7519",-623,"GOA",30060,340,2,2007,0,-3853
"7520",-623,"GOA",30060,360,1,2007,0,-3853
"7521",-623,"GOA",30060,370,1,2007,0,-3853
"7522",-623,"GOA",30060,380,1,2007,0,-3853
"7523",-623,"GOA",30060,100,1,2007,0,-3855
"7524",-623,"GOA",30060,90,1,2007,0,-3855
"7525",-623,"GOA",30060,90,1,2007,0,-3855
"7526",-623,"GOA",30060,100,4,2007,0,-3855
"7527",-623,"GOA",30060,110,1,2007,0,-3855
"7528",-623,"GOA",30060,190,1,2007,0,-3855
"7529",-623,"GOA",30060,110,1,2007,1.12,-3858
"7530",-623,"GOA",30060,90,1,2007,1.12,-3858
"7531",-623,"GOA",30060,100,1,2007,1.12,-3858
"7532",-623,"GOA",30060,100,2,2007,1.12,-3858
"7533",-623,"GOA",30060,250,1,2007,1.12,-3862
"7534",-623,"GOA",30060,170,1,2007,1.12,-3862
"7535",-623,"GOA",30060,230,1,2007,1.12,-3862
"7536",-623,"GOA",30060,240,1,2007,1.12,-3862
"7537",-623,"GOA",30060,260,1,2007,1.12,-3862
"7538",-623,"GOA",30060,270,1,2007,1.12,-3862
"7539",-623,"GOA",30060,280,2,2007,1.12,-3862
"7540",-623,"GOA",30060,460,1,2007,1.12,-3862
"7541",-623,"GOA",30060,210,1,2007,0,-3863
"7542",-623,"GOA",30060,310,1,2007,1.2,-3865
"7543",-623,"GOA",30060,200,1,2007,1.2,-3865
"7544",-623,"GOA",30060,220,1,2007,1.2,-3865
"7545",-623,"GOA",30060,270,1,2007,1.2,-3865
"7546",-623,"GOA",30060,290,1,2007,1.2,-3865
"7547",-623,"GOA",30060,320,1,2007,1.2,-3865
"7548",-623,"GOA",30060,320,1,2007,1.2,-3865
"7549",-623,"GOA",30060,380,2,2007,0,-3867
"7550",-623,"GOA",30060,370,7,2007,0,-3867
"7551",-623,"GOA",30060,370,2,2007,0,-3867
"7552",-623,"GOA",30060,380,6,2007,0,-3867
"7553",-623,"GOA",30060,390,7,2007,0,-3867
"7554",-623,"GOA",30060,390,2,2007,0,-3867
"7555",-623,"GOA",30060,400,8,2007,0,-3867
"7556",-623,"GOA",30060,400,6,2007,0,-3867
"7557",-623,"GOA",30060,410,11,2007,0,-3867
"7558",-623,"GOA",30060,410,5,2007,0,-3867
"7559",-623,"GOA",30060,420,8,2007,0,-3867
"7560",-623,"GOA",30060,420,7,2007,0,-3867
"7561",-623,"GOA",30060,430,1,2007,0,-3867
"7562",-623,"GOA",30060,430,14,2007,0,-3867
"7563",-623,"GOA",30060,440,1,2007,0,-3867
"7564",-623,"GOA",30060,440,17,2007,0,-3867
"7565",-623,"GOA",30060,450,11,2007,0,-3867
"7566",-623,"GOA",30060,460,10,2007,0,-3867
"7567",-623,"GOA",30060,470,3,2007,0,-3867
"7568",-623,"GOA",30060,480,2,2007,0,-3867
"7569",-623,"GOA",30060,330,1,2007,0,-3869
"7570",-623,"GOA",30060,310,1,2007,0,-3869
"7571",-623,"GOA",30060,320,2,2007,0,-3869
"7572",-623,"GOA",30060,330,1,2007,0,-3869
"7573",-623,"GOA",30060,340,2,2007,0,-3869
"7574",-623,"GOA",30060,340,3,2007,0,-3869
"7575",-623,"GOA",30060,350,16,2007,0,-3869
"7576",-623,"GOA",30060,350,5,2007,0,-3869
"7577",-623,"GOA",30060,360,14,2007,0,-3869
"7578",-623,"GOA",30060,360,6,2007,0,-3869
"7579",-623,"GOA",30060,370,26,2007,0,-3869
"7580",-623,"GOA",30060,370,14,2007,0,-3869
"7581",-623,"GOA",30060,380,14,2007,0,-3869
"7582",-623,"GOA",30060,380,10,2007,0,-3869
"7583",-623,"GOA",30060,390,15,2007,0,-3869
"7584",-623,"GOA",30060,390,19,2007,0,-3869
"7585",-623,"GOA",30060,400,2,2007,0,-3869
"7586",-623,"GOA",30060,400,8,2007,0,-3869
"7587",-623,"GOA",30060,410,2,2007,0,-3869
"7588",-623,"GOA",30060,410,14,2007,0,-3869
"7589",-623,"GOA",30060,420,1,2007,0,-3869
"7590",-623,"GOA",30060,420,3,2007,0,-3869
"7591",-623,"GOA",30060,430,3,2007,0,-3869
"7592",-623,"GOA",30060,440,1,2007,0,-3869
"7593",-623,"GOA",30060,350,1,2007,0,-3870
"7594",-623,"GOA",30060,330,1,2007,0,-3870
"7595",-623,"GOA",30060,340,1,2007,0,-3870
"7596",-623,"GOA",30060,350,1,2007,0,-3870
"7597",-623,"GOA",30060,360,1,2007,0,-3870
"7598",-623,"GOA",30060,370,2,2007,0,-3870
"7599",-623,"GOA",30060,380,1,2007,0,-3870
"7600",-623,"GOA",30060,390,1,2007,0,-3870
"7601",-623,"GOA",30060,410,1,2007,0,-3870
"7602",-623,"GOA",30060,440,1,2007,0,-3870
"7603",-623,"GOA",30060,330,1,2007,0,-3873
"7604",-623,"GOA",30060,300,1,2007,0,-3873
"7605",-623,"GOA",30060,310,1,2007,0,-3873
"7606",-623,"GOA",30060,320,1,2007,0,-3873
"7607",-623,"GOA",30060,340,1,2007,0,-3873
"7608",-623,"GOA",30060,350,2,2007,0,-3873
"7609",-623,"GOA",30060,350,2,2007,0,-3873
"7610",-623,"GOA",30060,360,1,2007,0,-3873
"7611",-623,"GOA",30060,360,1,2007,0,-3873
"7612",-623,"GOA",30060,380,3,2007,0,-3873
"7613",-623,"GOA",30060,370,2,2007,0,-3873
"7614",-623,"GOA",30060,370,4,2007,0,-3873
"7615",-623,"GOA",30060,380,14,2007,0,-3873
"7616",-623,"GOA",30060,390,11,2007,0,-3873
"7617",-623,"GOA",30060,390,3,2007,0,-3873
"7618",-623,"GOA",30060,400,13,2007,0,-3873
"7619",-623,"GOA",30060,400,5,2007,0,-3873
"7620",-623,"GOA",30060,410,8,2007,0,-3873
"7621",-623,"GOA",30060,410,4,2007,0,-3873
"7622",-623,"GOA",30060,420,4,2007,0,-3873
"7623",-623,"GOA",30060,420,4,2007,0,-3873
"7624",-623,"GOA",30060,430,6,2007,0,-3873
"7625",-623,"GOA",30060,430,1,2007,0,-3873
"7626",-623,"GOA",30060,440,4,2007,0,-3873
"7627",-623,"GOA",30060,440,2,2007,0,-3873
"7628",-623,"GOA",30060,450,2,2007,0,-3873
"7629",-623,"GOA",30060,460,1,2007,0,-3873
"7630",-623,"GOA",30060,470,1,2007,0,-3873
"7631",-623,"GOA",30060,240,1,2007,0,-3875
"7632",-623,"GOA",30060,150,1,2007,0,-3875
"7633",-623,"GOA",30060,190,1,2007,0,-3875
"7634",-623,"GOA",30060,220,1,2007,0,-3875
"7635",-623,"GOA",30060,260,1,2007,0,-3875
"7636",-623,"GOA",30060,290,1,2007,0,-3875
"7637",-623,"GOA",30060,190,1,2007,0,-3876
"7638",-623,"GOA",30060,80,2,2007,0,-3876
"7639",-623,"GOA",30060,90,1,2007,0,-3876
"7640",-623,"GOA",30060,100,1,2007,0,-3876
"7641",-623,"GOA",30060,200,1,2007,0,-3876
"7642",-623,"GOA",30060,210,1,2007,0,-3876
"7643",-623,"GOA",30060,230,1,2007,0,-3876
"7644",-623,"GOA",30060,220,1,2007,0,-3876
"7645",-623,"GOA",30060,220,1,2007,0,-3876
"7646",-623,"GOA",30060,230,4,2007,0,-3876
"7647",-623,"GOA",30060,240,2,2007,0,-3876
"7648",-623,"GOA",30060,240,3,2007,0,-3876
"7649",-623,"GOA",30060,250,2,2007,0,-3876
"7650",-623,"GOA",30060,250,4,2007,0,-3876
"7651",-623,"GOA",30060,260,3,2007,0,-3876
"7652",-623,"GOA",30060,260,3,2007,0,-3876
"7653",-623,"GOA",30060,270,7,2007,0,-3876
"7654",-623,"GOA",30060,270,8,2007,0,-3876
"7655",-623,"GOA",30060,280,17,2007,0,-3876
"7656",-623,"GOA",30060,280,13,2007,0,-3876
"7657",-623,"GOA",30060,290,13,2007,0,-3876
"7658",-623,"GOA",30060,290,19,2007,0,-3876
"7659",-623,"GOA",30060,300,19,2007,0,-3876
"7660",-623,"GOA",30060,300,15,2007,0,-3876
"7661",-623,"GOA",30060,310,4,2007,0,-3876
"7662",-623,"GOA",30060,310,13,2007,0,-3876
"7663",-623,"GOA",30060,320,7,2007,0,-3876
"7664",-623,"GOA",30060,320,6,2007,0,-3876
"7665",-623,"GOA",30060,330,2,2007,0,-3876
"7666",-623,"GOA",30060,330,2,2007,0,-3876
"7667",-623,"GOA",30060,340,2,2007,0,-3876
"7668",-623,"GOA",30060,350,1,2007,0,-3876
"7669",-623,"GOA",30060,370,1,2007,0,-3876
"7670",-623,"GOA",30060,170,1,2007,0,-3877
"7671",-623,"GOA",30060,190,5,2007,0,-3877
"7672",-623,"GOA",30060,170,2,2007,0,-3877
"7673",-623,"GOA",30060,180,2,2007,0,-3877
"7674",-623,"GOA",30060,180,7,2007,0,-3877
"7675",-623,"GOA",30060,190,3,2007,0,-3877
"7676",-623,"GOA",30060,200,1,2007,0,-3877
"7677",-623,"GOA",30060,200,3,2007,0,-3877
"7678",-623,"GOA",30060,210,3,2007,0,-3877
"7679",-623,"GOA",30060,210,7,2007,0,-3877
"7680",-623,"GOA",30060,220,2,2007,0,-3877
"7681",-623,"GOA",30060,220,6,2007,0,-3877
"7682",-623,"GOA",30060,230,4,2007,0,-3877
"7683",-623,"GOA",30060,230,3,2007,0,-3877
"7684",-623,"GOA",30060,240,8,2007,0,-3877
"7685",-623,"GOA",30060,240,9,2007,0,-3877
"7686",-623,"GOA",30060,250,5,2007,0,-3877
"7687",-623,"GOA",30060,250,3,2007,0,-3877
"7688",-623,"GOA",30060,260,8,2007,0,-3877
"7689",-623,"GOA",30060,260,10,2007,0,-3877
"7690",-623,"GOA",30060,270,8,2007,0,-3877
"7691",-623,"GOA",30060,270,6,2007,0,-3877
"7692",-623,"GOA",30060,280,4,2007,0,-3877
"7693",-623,"GOA",30060,280,6,2007,0,-3877
"7694",-623,"GOA",30060,290,8,2007,0,-3877
"7695",-623,"GOA",30060,290,9,2007,0,-3877
"7696",-623,"GOA",30060,300,5,2007,0,-3877
"7697",-623,"GOA",30060,300,8,2007,0,-3877
"7698",-623,"GOA",30060,310,4,2007,0,-3877
"7699",-623,"GOA",30060,310,1,2007,0,-3877
"7700",-623,"GOA",30060,320,1,2007,0,-3877
"7701",-623,"GOA",30060,320,3,2007,0,-3877
"7702",-623,"GOA",30060,330,2,2007,0,-3877
"7703",-623,"GOA",30060,340,1,2007,0,-3877
"7704",-623,"GOA",30060,350,1,2007,0,-3877
"7705",-623,"GOA",30060,410,1,2007,0,-3877
"7706",-623,"GOA",30060,270,1,2007,1.11,-3878
"7707",-623,"GOA",30060,290,4,2007,1.11,-3878
"7708",-623,"GOA",30060,310,2,2007,1.11,-3878
"7709",-623,"GOA",30060,320,1,2007,1.11,-3878
"7710",-623,"GOA",30060,330,1,2007,1.11,-3878
"7711",-623,"GOA",30060,330,1,2007,1.11,-3878
"7712",-623,"GOA",30060,350,3,2007,1.11,-3878
"7713",-623,"GOA",30060,350,3,2007,1.11,-3878
"7714",-623,"GOA",30060,360,6,2007,1.11,-3878
"7715",-623,"GOA",30060,360,9,2007,1.11,-3878
"7716",-623,"GOA",30060,370,4,2007,1.11,-3878
"7717",-623,"GOA",30060,370,6,2007,1.11,-3878
"7718",-623,"GOA",30060,380,2,2007,1.11,-3878
"7719",-623,"GOA",30060,380,1,2007,1.11,-3878
"7720",-623,"GOA",30060,390,2,2007,1.11,-3878
"7721",-623,"GOA",30060,390,1,2007,1.11,-3878
"7722",-623,"GOA",30060,400,2,2007,1.11,-3878
"7723",-623,"GOA",30060,400,2,2007,1.11,-3878
"7724",-623,"GOA",30060,420,1,2007,1.11,-3878
"7725",-623,"GOA",30060,430,3,2007,1.11,-3878
"7726",-623,"GOA",30060,440,3,2007,1.11,-3878
"7727",-623,"GOA",30060,240,1,2007,0,-3879
"7728",-623,"GOA",30060,190,1,2007,0,-3879
"7729",-623,"GOA",30060,220,1,2007,0,-3879
